"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"339",NA,"Al Jefferson","C",92,71,87,53,72,76,92,NA,NA,NA
"340",NA,"Joe Johnson","SF",92,91,72,81,80,68,47,NA,NA,NA
"341",NA,"Manu Ginobili","SG",92,91,67,91,80,73,58,NA,NA,NA
"342",NA,"Antonio McDyess","PF",91,65,87,41,77,77,95,NA,NA,NA
"343",NA,"Fat Lever","PG",91,87,67,92,84,82,82,NA,NA,NA
"344",NA,"Tracy McGrady","SG",91,91,87,82,88,80,76,NA,NA,NA
"345",NA,"J.R. Smith","SG",91,93,74,83,84,76,42,NA,NA,NA
"346",NA,"Kareem Abdul-Jabbar","C",91,62,90,62,81,83,91,NA,NA,NA
"347",NA,"Jason Richardson","SG",91,90,87,82,89,82,75,NA,NA,NA
"348",NA,"Stephen Curry","PG",91,94,61,90,86,72,52,NA,NA,NA
"349",NA,"Lamarcus Aldridge","PF",91,86,82,51,72,75,76,NA,NA,NA
"350",NA,"Stephon Marbury","PG",91,87,63,91,88,73,44,NA,NA,NA
"351",NA,"Arron Afflalo","SG",91,88,66,78,84,75,42,NA,NA,NA
"352",NA,"Mahmoud Adbul-Rauf","PG",91,94,65,81,81,60,34,NA,NA,NA
"353",NA,"Calvin Murphy","PG",91,91,61,91,90,74,38,NA,NA,NA
"354",NA,"Vin Baker","PF",91,80,85,68,75,75,89,NA,NA,NA
"355",NA,"Billy Cunningham","PF",91,77,91,78,87,78,93,NA,NA,NA
"356",NA,"Bob Lanier","C",91,73,84,63,75,77,96,NA,NA,NA
"357",NA,"Brad Daugherty","C",91,65,86,64,68,75,93,NA,NA,NA
"358",NA,"P.J. Brown","C",91,58,76,43,73,90,93,NA,NA,NA
"359",NA,"Danny Manning","PF",91,72,87,63,84,76,84,NA,NA,NA
"360",NA,"Antonio Davis","C",91,63,86,45,71,84,92,NA,NA,NA
"361",NA,"Derrick Coleman","PF",91,79,83,57,69,74,87,NA,NA,NA
"362",NA,"Rudy Gay","SF",91,87,76,66,82,63,59,NA,NA,NA
"363",NA,"George Gervin","SF",91,88,87,75,90,80,82,NA,NA,NA
"364",NA,"Ron Artest","SF",91,86,78,71,87,91,52,NA,NA,NA
"365",NA,"Sam Jones","SG",91,92,67,78,84,73,48,NA,NA,NA
"366",NA,"Sleepy Floyd","PG",91,89,64,94,81,72,30,NA,NA,NA
"367",NA,"Jerry Sloan","SG",91,87,64,74,80,78,70,NA,NA,NA
"368",NA,"Rik Smits","C",91,62,73,49,70,77,91,NA,NA,NA
"369",NA,"Xavier Daniels","SF",91,80,84,75,83,80,85,NA,NA,NA
"370",NA,"Jamal Mashburn","SF",91,87,80,74,86,75,64,NA,NA,NA
"371",NA,"Paul Westphal","SG",91,87,66,83,78,75,45,NA,NA,NA
"372",NA,"Rod Strickland","PG",91,87,63,93,83,74,36,NA,NA,NA
"373",NA,"Blake Griffin","PF",91,83,94,83,89,70,95,NA,NA,NA
"374",NA,"Shaquille O'Neal","C",91,46,85,60,71,86,91,NA,NA,NA
"375",NA,"Kevin Love","PF",91,87,85,59,78,76,97,NA,NA,NA
"376",NA,"Russell Westbrook","PG",91,89,77,92,94,79,89,NA,NA,NA
"377",NA,"Zydrunas Ilgauskas","C",91,84,87,53,67,79,96,NA,NA,NA
"378",NA,"Demarcus Cousins","C",91,84,92,74,82,77,96,NA,NA,NA
"379",NA,"Bill Bradley","SG",91,96,73,80,87,77,56,NA,NA,NA
"380",NA,"Bill Bradley","SG",91,96,73,80,87,77,56,NA,NA,NA
"381",NA,"Jayson Tatum","SF",91,93,78,75,82,80,58,NA,NA,NA
"382",NA,"Jrue Holiday","PG",91,87,71,91,84,85,42,NA,NA,NA
"383",NA,"Jaylen Brown","SF",91,92,75,73,88,85,55,NA,NA,NA
"384",NA,"Dwyane Wade","SG",91,86,78,90,88,85,73,NA,NA,NA
"385",NA,"Robert Pack","PG",91,91,71,93,90,81,38,NA,NA,NA
"386",NA,"Danny Green","SG",91,95,67,78,84,91,43,NA,NA,NA
"387",NA,"Rex Chapman","SG",91,94,72,84,83,78,46,NA,NA,NA
"388",NA,"Jonas Valanciunas","C",90,80,88,46,70,84,98,NA,NA,NA
"389",NA,"Kyle Lowry","PG",90,93,61,87,90,85,60,NA,NA,NA
"390",NA,"Giannis Antetokounmpo","SF",90,78,72,82,84,80,74,NA,NA,NA
"391",NA,"Jimmy Butler","SG",90,79,75,76,85,82,56,NA,NA,NA
"392",NA,"Dwyane Wade","SG",90,82,76,79,88,79,51,NA,NA,NA
"393",NA,"Kyrie Irving","PG",90,91,58,88,82,58,36,NA,NA,NA
"394",NA,"Lebron James","SF",90,77,81,85,89,84,65,NA,NA,NA
"395",NA,"Kristaps Porzingis","PF",90,83,80,50,70,77,89,NA,NA,NA
"396",NA,"Klay Thompson","SG",90,92,70,68,77,80,45,NA,NA,NA
"397",NA,"Kevin Durant","SF",90,92,75,73,78,73,66,NA,NA,NA
"398",NA,"Stephen Curry","PG",90,92,60,90,85,72,55,NA,NA,NA
"399",NA,"Paul George","SF",90,86,67,68,82,79,56,NA,NA,NA
"400",NA,"Damian Lillard","PG",90,87,61,88,86,63,41,NA,NA,NA
"401",NA,"Giannis Antetokounmpo","SF",90,78,72,82,84,80,74,NA,NA,NA
"402",NA,"Demar Derozan","SG",90,80,79,81,84,67,46,NA,NA,NA
"403",NA,"Draymond Green","PF",90,72,70,82,84,95,82,NA,NA,NA
"404",NA,"Chris Paul","PG",90,87,56,94,80,74,47,NA,NA,NA
"405",NA,"D'Angelo Russell","PG",90,90,62,91,79,64,49,NA,NA,NA
"406",NA,"Carmelo Anthony","SF",90,89,75,74,82,69,63,NA,NA,NA
"407",NA,"Bradley Beal","SG",90,94,65,78,79,64,42,NA,NA,NA
"408",NA,"Marc Gasol","C",90,76,80,63,65,87,70,NA,NA,NA
"409",NA,"Kristaps Porzingis","PF",90,83,80,50,70,77,89,NA,NA,NA
"410",NA,"Isaiah Thomas","PG",90,94,58,92,83,54,31,NA,NA,NA
"411",NA,"James Harden","SG",90,87,74,88,87,65,58,NA,NA,NA
"412",NA,"Kawhi Leonard","SF",90,83,74,63,83,87,63,NA,NA,NA
"413",NA,"Russell Westbrook","PG",90,79,73,92,92,76,65,NA,NA,NA
"414",NA,"Jimmy Butler","SG",90,79,75,76,85,82,56,NA,NA,NA
"415",NA,"Stephen Curry","PG",90,96,60,90,85,72,55,NA,NA,NA
"416",NA,"Andrei Kirilenko","SF",90,84,79,86,90,97,81,NA,NA,NA
"417",NA,"Lebron James","SF",89,85,83,86,90,78,71,NA,NA,NA
"418",NA,"Larry Johnson","PF",89,79,81,71,83,79,92,NA,NA,NA
"419",NA,"James Harden","SG",89,90,78,91,88,67,67,NA,NA,NA
"420",NA,"Yao Ming","C",89,67,77,55,60,74,89,NA,NA,NA
"421",NA,"Baron Davis","PG",89,88,70,94,88,78,60,NA,NA,NA
"422",NA,"Scottie Pippen","SF",89,80,77,80,81,87,56,NA,NA,NA
"423",NA,"Kevin McHale","PF",89,76,87,56,79,84,85,NA,NA,NA
"424",NA,"Latrell Sprewell","SF",89,90,78,84,80,76,41,NA,NA,NA
"425",NA,"Kyrie Irving","PG",89,93,65,88,83,70,42,NA,NA,NA
"426",NA,"George McGinnis","PF",89,73,89,61,78,82,95,NA,NA,NA
"427",NA,"Sean Elliott","SF",89,88,73,68,76,74,46,NA,NA,NA
"428",NA,"Mitch Richmond","SG",89,86,74,76,88,76,60,NA,NA,NA
"429",NA,"Chris Mullin","SF",89,91,67,64,81,74,54,NA,NA,NA
"430",NA,"Jerry Stackhouse","SG",89,85,85,75,88,75,46,NA,NA,NA
"431",NA,"Bernard King","SF",89,77,79,81,82,77,60,NA,NA,NA
"432",NA,"Deron Williams","PG",89,91,67,96,86,76,39,NA,NA,NA
"433",NA,"Grant Hill","SF",89,78,77,76,89,75,62,NA,NA,NA
"434",NA,"Bruce Bowen","SF",89,91,70,68,79,86,52,NA,NA,NA
"435",NA,"Gary Payton","PG",89,82,66,88,83,82,43,NA,NA,NA
"436",NA,"Larry Nance","SF",89,67,83,52,76,81,85,NA,NA,NA
"437",NA,"Antoine Walker","PF",89,83,80,74,84,74,84,NA,NA,NA
"438",NA,"World B. Free","PG",89,89,70,87,89,72,41,NA,NA,NA
"439",NA,"Pau Gasol","C",89,72,83,65,66,77,87,NA,NA,NA
"440",NA,"Vlade Divac","C",89,70,81,67,63,78,92,NA,NA,NA
"441",NA,"Amar'e Stoudemire","PF",89,71,91,50,80,73,79,NA,NA,NA
"442",NA,"Michael Ray Richardson","PG",89,75,67,93,88,90,58,NA,NA,NA
"443",NA,"Richard Jefferson","SF",89,86,75,69,84,71,47,NA,NA,NA
"444",NA,"Bobby Jones","SF",89,64,77,57,73,87,75,NA,NA,NA
"445",NA,"Chuck Persons","SF",89,84,75,76,81,74,75,NA,NA,NA
"446",NA,"Jalen Rose","SF",89,87,70,85,77,71,56,NA,NA,NA
"447",NA,"David West","PF",89,79,82,59,71,75,93,NA,NA,NA
"448",NA,"Allan Houston","SG",89,94,63,77,82,71,43,NA,NA,NA
"449",NA,"Bill Laimbeer","C",89,80,72,51,66,83,88,NA,NA,NA
"450",NA,"Ralph Sampson","C",89,60,81,48,76,79,85,NA,NA,NA
"451",NA,"Shaquille O'Neal","C",89,44,81,60,69,84,85,NA,NA,NA
"452",NA,"Andre Iguodala","SG",89,76,76,78,87,83,45,NA,NA,NA
"453",NA,"Michael Jordan","SG",89,72,80,78,89,83,49,NA,NA,NA
"454",NA,"Jerome Kersey","SF",89,80,78,57,84,79,78,NA,NA,NA
"455",NA,"Larry Hughes","SG",89,85,62,80,77,77,42,NA,NA,NA
"456",NA,"Jamal Mashburn","SF",89,86,79,74,84,72,64,NA,NA,NA
"457",NA,"Shareef Adbur-Rahim","PF",89,82,84,68,75,74,88,NA,NA,NA
"458",NA,"Monta Ellis","SG",89,88,65,79,82,67,41,NA,NA,NA
"459",NA,"Hersey Hawkins","SG",89,91,63,78,78,70,45,NA,NA,NA
"460",NA,"Reggie Lewis","SG",89,85,81,75,80,75,49,NA,NA,NA
"461",NA,"Jeremy Lin","PG",89,88,62,92,80,70,48,NA,NA,NA
"462",NA,"Richard Hamilton","SG",89,93,68,76,78,78,42,NA,NA,NA
"463",NA,"Dennis Johnson","PG",89,77,62,87,86,81,38,NA,NA,NA
"464",NA,"Dikembe Mutombo","C",89,39,72,38,75,82,95,NA,NA,NA
"465",NA,"Nate Archibald","PG",89,86,68,93,89,73,31,NA,NA,NA
"466",NA,"Rashard Lewis","SF",89,89,77,74,83,78,55,NA,NA,NA
"467",NA,"Joel Embiid","C",89,80,91,65,74,77,81,NA,NA,NA
"468",NA,"Nikola Jokic","C",89,81,81,79,80,76,95,NA,NA,NA
"469",NA,"Chris Paul","PG",89,88,62,93,82,79,43,NA,NA,NA
"470",NA,"Ben Simmons","SF",89,67,85,93,84,80,92,NA,NA,NA
"471",NA,"Brook Lopez","C",89,83,85,57,65,75,96,NA,NA,NA
"472",NA,"Jeff Hornacek","SG",89,94,62,79,79,74,52,NA,NA,NA
"473",NA,"Brent Barry","SF",89,93,79,81,80,76,58,NA,NA,NA
"474",NA,"Patrick Beverly","PG",89,76,54,96,85,89,57,NA,NA,NA
"475",NA,"Elton Brand","C",89,68,82,52,75,78,96,NA,NA,NA
"476",NA,"Julius Randle","PF",89,70,85,82,86,75,97,NA,NA,NA
"477",NA,"Taurean Prince","SF",89,91,76,84,80,78,71,NA,NA,NA
"478",NA,"Deandre Jordan","C",89,45,86,38,83,83,98,NA,NA,NA
"479",NA,"Emeka Okafor","C",89,60,92,56,75,87,96,NA,NA,NA
"480",NA,"Al Harrington","PF",89,92,87,73,84,75,85,NA,NA,NA
"481",NA,"Ty Lawson","PG",89,92,58,95,83,72,39,NA,NA,NA
"482",NA,"Rolando Blackman","SG",89,89,81,79,88,77,54,NA,NA,NA
"483",NA,"Jerry West","PG",89,87,68,89,85,83,50,NA,NA,NA
"484",NA,"Isiah Thomas","PG",89,82,59,93,85,77,40,NA,NA,NA
"485",NA,"Jack Sikma","C",89,80,82,63,74,80,93,NA,NA,NA
"486",NA,"Victor Oladipo","SG",89,91,74,81,87,77,45,NA,NA,NA
"487",NA,"Nikola Vucevic","C",89,88,79,73,69,67,93,NA,NA,NA
"488",NA,"Kevin Durant","SF",89,90,80,76,77,75,66,NA,NA,NA
"489",NA,"Kevin Johnson","PG",89,91,77,94,84,76,47,NA,NA,NA
"490",NA,"Chris Bosh","PF",89,83,82,56,75,76,85,NA,NA,NA
"491",NA,"Kristaps Porzingis","PF",89,88,84,47,79,77,90,NA,NA,NA
"492",NA,"Carmelo Anthony","SF",89,92,77,73,88,69,56,NA,NA,NA
"493",NA,"Gerald Wallace","SF",89,81,76,68,82,93,78,NA,NA,NA
"494",NA,"Kemba Walker","PG",89,91,60,91,85,69,45,NA,NA,NA
"495",NA,"Demar Derozan","SG",89,92,81,77,83,66,53,NA,NA,NA
"496",NA,"Donovan Mitchell","SG",89,88,72,79,88,81,50,NA,NA,NA
"497",NA,"Paul George","SF",89,93,73,76,84,80,66,NA,NA,NA
"498",NA,"Stephen Curry","PG",89,92,60,90,86,67,52,NA,NA,NA
"499",NA,"Louis Williams","SG",89,95,61,87,74,59,38,NA,NA,NA
"500",NA,"Kobe Bryant","SG",89,88,72,78,82,72,60,NA,NA,NA
"501",NA,"Stephen Jackson","SF",89,88,77,80,79,77,59,NA,NA,NA
"502",NA,"Mo Williams","PG",89,95,58,91,78,68,37,NA,NA,NA
"503",NA,"Caron Butler","SF",89,89,76,77,83,78,58,NA,NA,NA
"504",NA,"Rick Barry","SF",89,80,74,74,85,77,77,NA,NA,NA
"505",NA,"Tom Chambers","PF",89,81,89,59,81,73,90,NA,NA,NA
"506",NA,"Boris Diaw","PF",89,90,85,87,85,84,90,NA,NA,NA
"507",NA,"Kenny Anderson","PG",89,92,66,94,77,68,46,NA,NA,NA
"508",NA,"Michael Jordan","SG",89,85,77,78,83,83,49,NA,NA,NA
"509",NA,"Klay Thompson","SG",89,92,70,71,80,82,46,NA,NA,NA
"510",NA,"Goran Dragic","PG",89,92,62,91,82,67,44,NA,NA,NA
"511",NA,"J.R. Smith","SG",89,92,73,80,84,74,42,NA,NA,NA
"512",NA,"Kenny Smith","PG",89,89,69,88,83,62,32,NA,NA,NA
"513",NA,"Jonathan Isaac","SF",89,79,80,60,84,93,84,NA,NA,NA
"514",NA,"Draymond Green","PF",89,78,74,85,85,93,98,NA,NA,NA
"515",NA,"John Wall","PG",89,89,70,95,90,79,48,NA,NA,NA
"516",NA,"Bojan Bogdanovic","SF",89,93,70,63,82,75,47,NA,NA,NA
"517",NA,"Wally Szczerbiak","SF",89,96,64,78,81,75,60,NA,NA,NA
"518",NA,"Shane Battier","SF",89,85,63,69,79,90,81,NA,NA,NA
"519",NA,"Tim Hardaway Jr.","SG",89,95,66,83,81,75,63,NA,NA,NA
"520",NA,"Greg Monroe","C",89,62,87,70,75,73,92,NA,NA,NA
"521",NA,"Kyle Kuzma","PF",89,92,87,84,86,83,81,NA,NA,NA
"522",NA,"Eric Gordon","SG",89,93,68,85,89,73,32,NA,NA,NA
"523",NA,"Jabari Parker","PF",89,88,88,68,87,80,86,NA,NA,NA
"524",NA,"Dario Saric","PF",89,84,81,78,70,75,94,NA,NA,NA
"525",NA,"Leandro Barbosa","SG",89,94,57,92,80,67,42,NA,NA,NA
"526",NA,"P.J. Tucker","SF",89,87,70,70,87,87,66,NA,NA,NA
"527",NA,"Allen Crabbe","SG",89,93,76,71,84,76,60,NA,NA,NA
"528",NA,"Mario Chalmers","PG",88,89,61,86,89,84,38,NA,NA,NA
"529",NA,"James Jones","SF",88,95,56,66,72,68,38,NA,NA,NA
"530",NA,"Darius Miles","SF",88,84,85,59,91,80,70,NA,NA,NA
"531",NA,"Marreese Speights","C",88,86,82,43,73,74,87,NA,NA,NA
"532",NA,"Mike Miller","SG",88,91,59,78,78,70,55,NA,NA,NA
"533",NA,"Chris Andersen","C",88,70,73,39,76,86,97,NA,NA,NA
"534",NA,"Jayson Tatum","SF",88,89,77,75,77,80,58,NA,NA,NA
"535",NA,"Josh Jackson","SF",88,83,84,74,86,88,71,NA,NA,NA
"536",NA,"Nikola Mirotic","PF",88,93,82,56,77,71,95,NA,NA,NA
"537",NA,"Terry Rozier","PG",88,92,64,90,87,81,69,NA,NA,NA
"538",NA,"Will Barton","SG",88,91,73,79,77,67,52,NA,NA,NA
"539",NA,"Jeff Green","SF",88,89,84,53,81,76,71,NA,NA,NA
"540",NA,"Jaylen Brown","SF",88,88,74,71,85,80,55,NA,NA,NA
"541",NA,"Alec Peters","PF",88,91,80,62,80,75,83,NA,NA,NA
"542",NA,"Kevin Garnett","PF",88,71,81,67,78,84,88,NA,NA,NA
"543",NA,"Channing Frye","PF",88,85,73,42,67,73,84,NA,NA,NA
"544",NA,"Leon Powe","C",88,60,91,41,81,79,86,NA,NA,NA
"545",NA,"Joe Ingles","SF",88,88,71,75,80,78,48,NA,NA,NA
"546",NA,"Frank Ntilikina","PG",88,80,65,90,82,83,39,NA,NA,NA
"547",NA,"Matt Barnes","SF",88,84,66,74,85,80,61,NA,NA,NA
"548",NA,"Kris Dunn","PG",88,91,66,95,82,75,47,NA,NA,NA
"549",NA,"John Collins","PF",88,79,91,48,82,77,96,NA,NA,NA
"550",NA,"Marco Belinelli","SG",88,92,59,74,75,74,36,NA,NA,NA
"551",NA,"Ersan Ilyasova","PF",88,84,79,55,69,73,93,NA,NA,NA
"552",NA,"Serge Ibaka","PF",88,80,76,39,80,83,91,NA,NA,NA
"553",NA,"Bismack Biyombo","C",88,44,73,42,81,83,98,NA,NA,NA
"554",NA,"T.J McConnel","PG",88,89,58,93,78,80,65,NA,NA,NA
"555",NA,"OG Anunoby","SF",88,85,69,79,88,87,69,NA,NA,NA
"556",NA,"J.J Redick","SG",88,95,53,71,72,69,35,NA,NA,NA
"557",NA,"Jamal Crawford","SG",88,91,62,88,76,67,33,NA,NA,NA
"558",NA,"C.J. McCollum","SG",88,92,62,78,80,65,57,NA,NA,NA
"559",NA,"Aaron Gordon","PF",88,87,90,68,82,79,91,NA,NA,NA
"560",NA,"Quentin Richardson","SG",88,92,72,75,80,72,44,NA,NA,NA
"561",NA,"Chris Webber","PF",88,79,84,70,79,76,89,NA,NA,NA
"562",NA,"Lauri Markkanen","PF",88,90,77,55,67,71,93,NA,NA,NA
"563",NA,"Jimmy Butler","SG",88,86,80,78,87,84,61,NA,NA,NA
"564",NA,"Tyson Chandler","C",88,46,79,43,76,89,96,NA,NA,NA
"565",NA,"Marcus Camby","C",88,68,82,40,82,83,93,NA,NA,NA
"566",NA,"Andre Drummond","C",88,46,89,72,79,81,98,NA,NA,NA
"567",NA,"Josh Smith","PF",88,69,83,61,87,92,87,NA,NA,NA
"568",NA,"Carlos Boozer","PF",88,66,85,52,71,68,93,NA,NA,NA
"569",NA,"Andre Drummond","C",88,46,89,72,79,81,98,NA,NA,NA
"570",NA,"Kevin Love","PF",88,85,84,59,73,69,93,NA,NA,NA
"571",NA,"Giannis Antetokounmpo","SF",88,78,75,82,89,83,73,NA,NA,NA
"572",NA,"Devin Booker","SG",88,93,71,82,72,72,71,NA,NA,NA
"573",NA,"Andre Roberson","SG",88,72,82,74,83,95,76,NA,NA,NA
"574",NA,"Anonio Daniels","SG",88,88,72,89,82,80,40,NA,NA,NA
"575",NA,"Iman Shumpert","SG",88,89,74,87,88,85,63,NA,NA,NA
"576",NA,"Dion Waiters","SG",88,89,75,82,81,76,40,NA,NA,NA
"577",NA,"Kenneth Faried","PF",88,59,90,45,86,80,93,NA,NA,NA
"578",NA,"Mark Aguirre","SF",88,80,86,75,83,76,73,NA,NA,NA
"579",NA,"Antonio McDyess","PF",88,63,83,41,73,77,90,NA,NA,NA
"580",NA,"Tim Duncan","PF",88,56,78,50,72,77,86,NA,NA,NA
"581",NA,"Darrell Griffith","SG",88,86,75,76,77,74,42,NA,NA,NA
"582",NA,"Roy Hibbert","C",88,60,76,42,58,78,88,NA,NA,NA
"583",NA,"Dominique Wilkins","SF",88,82,80,67,86,72,70,NA,NA,NA
"584",NA,"Derek Fisher","PG",88,88,53,90,76,77,50,NA,NA,NA
"585",NA,"Dan Majerle","SG",88,85,67,73,83,83,52,NA,NA,NA
"586",NA,"Kerry Kittles","SG",88,87,73,69,83,77,44,NA,NA,NA
"587",NA,"Bob Bandridge","SF",88,79,75,73,83,77,72,NA,NA,NA
"588",NA,"Campy Russell","SF",88,84,70,76,77,75,62,NA,NA,NA
"589",NA,"Luol Deng","SF",88,82,69,56,79,83,57,NA,NA,NA
"590",NA,"Damon Stoudamire","PG",88,89,54,92,82,55,39,NA,NA,NA
"591",NA,"Jay Williams","PG",88,84,55,96,81,66,41,NA,NA,NA
"592",NA,"Darrell Armstrong","PG",88,87,61,88,82,73,35,NA,NA,NA
"593",NA,"Maurice Cheeks","PG",88,74,55,86,85,86,38,NA,NA,NA
"594",NA,"Steve Smith","SG",88,90,70,67,76,73,51,NA,NA,NA
"595",NA,"Jason Terry","PG",88,94,62,87,79,60,35,NA,NA,NA
"596",NA,"Kevin Willis","PF",88,69,82,31,66,68,94,NA,NA,NA
"597",NA,"Cuttino Mobley","SG",88,88,65,73,80,75,44,NA,NA,NA
"598",NA,"Rex Chapman","SG",88,89,65,82,80,67,46,NA,NA,NA
"599",NA,"Isaiah Rider","SG",88,85,77,71,83,69,50,NA,NA,NA
"600",NA,"Michael Redd","SG",88,90,68,74,79,72,41,NA,NA,NA
"601",NA,"Dennis Rodman","PF",88,54,68,49,80,85,99,NA,NA,NA
"602",NA,"Terry Cummings","PF",88,76,82,59,77,74,81,NA,NA,NA
"603",NA,"Michael Carter-Williams","PG",88,82,69,92,79,80,58,NA,NA,NA
"604",NA,"Jim Jackson","SG",88,87,79,79,86,75,60,NA,NA,NA
"605",NA,"Buck Williams","PF",88,58,81,36,74,73,92,NA,NA,NA
"606",NA,"Bill Russell","C",88,40,78,73,85,89,89,NA,NA,NA
"607",NA,"Shawn Marion","SF",88,73,80,57,82,79,89,NA,NA,NA
"608",NA,"Morris Peterson","SG",88,86,71,70,83,76,54,NA,NA,NA
"609",NA,"Chauncey Billups","PG",88,85,56,85,81,78,43,NA,NA,NA
"610",NA,"Kendall Gill","SG",88,84,75,75,82,78,53,NA,NA,NA
"611",NA,"Jason Kidd","PG",88,79,58,90,84,77,53,NA,NA,NA
"612",NA,"Byron Scott","SG",88,89,66,80,82,69,41,NA,NA,NA
"613",NA,"Jamaal Wilkes","SF",88,73,83,75,81,77,75,NA,NA,NA
"614",NA,"Jameer Nelson","PG",88,90,53,84,83,66,43,NA,NA,NA
"615",NA,"Otis Thorpe","PF",88,58,79,40,70,68,91,NA,NA,NA
"616",NA,"Eddie Jones","SG",88,87,69,70,81,84,42,NA,NA,NA
"617",NA,"Al Horford","C",88,78,76,55,72,75,83,NA,NA,NA
"618",NA,"Kyle Korver","SG",88,92,61,81,74,70,58,NA,NA,NA
"619",NA,"Glen Rice","SF",88,85,74,70,82,75,61,NA,NA,NA
"620",NA,"Tim Hardaway","PG",88,83,56,92,84,73,44,NA,NA,NA
"621",NA,"Zach Randolph","PF",88,79,86,48,71,70,94,NA,NA,NA
"622",NA,"Ray Allen","SG",88,90,70,73,85,72,47,NA,NA,NA
"623",NA,"Ron Harper","PG",88,81,65,86,82,82,49,NA,NA,NA
"624",NA,"Zydrunas Ilgauskas","C",88,79,79,43,62,71,87,NA,NA,NA
"625",NA,"Austin Carr","SG",88,87,70,69,82,74,42,NA,NA,NA
"626",NA,"Kobe Bryant","SG",88,82,78,78,89,72,60,NA,NA,NA
"627",NA,"Connie Hawkins","SF",88,78,84,74,81,73,88,NA,NA,NA
"628",NA,"Jeff Hornacek","SG",88,92,59,79,74,71,52,NA,NA,NA
"629",NA,"Detlef Schrempf","SF",88,86,74,71,69,69,56,NA,NA,NA
"630",NA,"Sam Cassell","PG",88,85,65,92,82,73,45,NA,NA,NA
"631",NA,"Terrell Brandon","PG",88,87,59,86,88,71,52,NA,NA,NA
"632",NA,"Terry Porter","PG",88,86,57,88,82,72,42,NA,NA,NA
"633",NA,"Russell Westbrook","PG",88,86,75,88,94,79,79,NA,NA,NA
"634",NA,"Blake Griffin","PF",88,78,91,83,87,69,86,NA,NA,NA
"635",NA,"Gordon Hayward","SF",88,88,70,81,77,69,59,NA,NA,NA
"636",NA,"Arvydas Sabonis","C",88,76,78,82,71,75,91,NA,NA,NA
"637",NA,"David Robinson","C",88,69,88,51,77,84,85,NA,NA,NA
"638",NA,"Kareem Abdul-Jabbar","C",88,58,84,62,81,83,83,NA,NA,NA
"639",NA,"Steve Francis","PG",88,85,73,90,89,76,55,NA,NA,NA
"640",NA,"Junior Bridgeman","SF",88,89,71,84,82,72,64,NA,NA,NA
"641",NA,"Bob Cousy","PG",88,89,61,95,87,76,59,NA,NA,NA
"642",NA,"Demarcus Cousins","C",88,80,90,72,80,73,87,NA,NA,NA
"643",NA,"Anthony Davis","PF",88,82,86,60,85,80,86,NA,NA,NA
"644",NA,"Alvan Adams","C",88,67,80,52,74,75,91,NA,NA,NA
"645",NA,"John Havlicek","SF",88,91,68,66,88,79,48,NA,NA,NA
"646",NA,"Reggie Theus","PG",88,85,83,92,86,79,61,NA,NA,NA
"647",NA,"Adrian Dantley","SF",87,79,85,72,86,71,69,NA,NA,NA
"648",NA,"Joakim Noah","C",87,58,76,57,77,86,92,NA,NA,NA
"649",NA,"Larry Bird","SF",87,84,67,71,82,73,86,NA,NA,NA
"650",NA,"Kevin Duckworth","C",87,67,75,35,60,68,88,NA,NA,NA
"651",NA,"Lenny Wilkens","PG",87,85,60,91,77,72,52,NA,NA,NA
"652",NA,"Artis Gilmore","C",87,54,75,53,68,78,82,NA,NA,NA
"653",NA,"Rod Strickland","PG",87,81,61,92,82,70,36,NA,NA,NA
"654",NA,"Alonzo Mourning","C",87,60,78,36,70,82,81,NA,NA,NA
"655",NA,"Pete Maravich","SG",87,80,65,93,75,65,45,NA,NA,NA
"656",NA,"Christian Laettner","PF",87,79,77,56,68,72,83,NA,NA,NA
"657",NA,"Muggsy Bogues","PG",87,88,50,94,81,56,41,NA,NA,NA
"658",NA,"Gail Goodrich","SG",87,88,55,78,79,69,37,NA,NA,NA
"659",NA,"Doug Christie","SG",87,85,60,84,74,75,68,NA,NA,NA
"660",NA,"Horace Grant","PF",87,62,75,45,66,79,91,NA,NA,NA
"661",NA,"Devin Harris","PG",87,80,58,88,80,65,37,NA,NA,NA
"662",NA,"Jose Calderon","PG",87,88,54,92,74,64,38,NA,NA,NA
"663",NA,"Elvin Hayes","PF",87,56,82,56,79,79,90,NA,NA,NA
"664",NA,"Dave Debusschere","PF",87,72,76,72,77,86,88,NA,NA,NA
"665",NA,"Peja Stojakovic","SG",87,89,65,69,75,71,57,NA,NA,NA
"666",NA,"Richard Hamilton","SG",87,88,65,76,77,78,42,NA,NA,NA
"667",NA,"Penny Hardaway","PG",87,82,76,87,82,71,62,NA,NA,NA
"668",NA,"Dwyane Wade","SG",87,83,75,84,88,78,65,NA,NA,NA
"669",NA,"Allen Iverson","SG",87,81,61,85,93,73,43,NA,NA,NA
"670",NA,"Doug Collins","SG",87,88,65,75,75,75,37,NA,NA,NA
"671",NA,"Vin Baker","PF",87,73,82,68,74,75,81,NA,NA,NA
"672",NA,"Blake Griffin","PF",87,78,90,79,86,70,83,NA,NA,NA
"673",NA,"Kyle Lowry","PG",87,90,59,87,87,78,53,NA,NA,NA
"674",NA,"Donyell Marshall","PF",87,85,77,48,78,74,84,NA,NA,NA
"675",NA,"Brian Scalabrine","PF",87,87,82,57,75,77,84,NA,NA,NA
