"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"339",NA,"Lebron James","SF",90,76,81,85,89,84,65,NA,NA,NA
"340",NA,"Stephen Curry","PG",90,92,60,90,85,72,55,NA,NA,NA
"341",NA,"Michael Ray Richardson","PG",90,75,67,93,88,90,58,NA,NA,NA
"342",NA,"Kawhi Leonard","SF",90,83,74,63,83,87,63,NA,NA,NA
"343",NA,"Antoine Walker","PF",89,83,80,74,84,74,84,NA,NA,NA
"344",NA,"Larry Nance","SF",89,67,83,52,76,81,85,50000,70000,NA
"345",NA,"Brad Daugherty","C",89,65,84,64,68,73,89,NA,70000,NA
"346",NA,"Mark Eaton","C",89,47,71,35,57,79,93,80000,75000,NA
"347",NA,"Deron Williams","PG",89,87,63,94,84,71,39,90000,80000,NA
"348",NA,"Vlade Divac","C",89,69,81,67,63,75,88,NA,NA,NA
"349",NA,"Scottie Pippen","SF",89,71,77,83,86,81,63,NA,NA,NA
"350",NA,"Sam Jones","SG",89,89,65,73,84,74,58,NA,NA,NA
"351",NA,"Rajon Rondo","PG",89,69,60,94,85,80,51,100000,NA,NA
"352",NA,"Shareef Adbur-Rahim","PF",89,82,84,68,75,74,88,NA,NA,NA
"353",NA,"Pau Gasol","C",89,72,83,65,66,77,87,100000,NA,NA
"354",NA,"Derrick Coleman","PF",89,78,81,57,68,74,87,NA,NA,NA
"355",NA,"Richard Jefferson","SF",89,86,75,69,84,71,47,NA,NA,NA
"356",NA,"Kenny Anderson","PG",89,86,64,94,76,66,46,NA,75000,NA
"357",NA,"Darryl Dawkins","C",89,58,85,36,69,73,90,NA,NA,NA
"358",NA,"Dikembe Mutombo","C",89,39,72,38,75,83,95,NA,NA,NA
"359",NA,"Joe Dumars","SG",89,88,58,79,80,82,34,NA,80000,NA
"360",NA,"Bill Laimbeer","C",89,80,72,51,66,83,88,NA,NA,NA
"361",NA,"Ralph Sampson","C",89,60,81,48,76,79,85,NA,NA,NA
"362",NA,"Xavier McDaniels","SF",89,78,81,70,82,78,72,NA,NA,NA
"363",NA,"Shawn Kemp","PF",89,65,86,45,77,74,90,NA,NA,NA
"364",NA,"Dennis Johnson","PG",89,77,62,87,86,81,38,NA,NA,NA
"365",NA,"Jamal Mashburn","SF",89,84,76,74,79,71,64,NA,50000,NA
"366",NA,"Chuck Person","SF",89,84,75,76,81,74,75,NA,NA,NA
"367",NA,"Bob McAdoo","C",89,58,86,65,81,85,89,NA,NA,NA
"368",NA,"Ron Artest","SF",89,81,75,71,82,85,52,NA,NA,NA
"369",NA,"Bobby Jones","SF",89,64,77,57,73,87,75,NA,NA,NA
"370",NA,"Shaquille O'Neal","C",89,44,81,60,69,83,85,110000,75000,NA
"371",NA,"Peja Stojakovic","SG",89,93,67,70,75,68,57,100000,100000,NA
"372",NA,"Hakeem Olajuwon","C",89,59,79,54,71,82,88,30000,27000,NA
"373",NA,"Stephen Curry","PG",89,90,58,84,83,65,47,19000,12000,NA
"374",NA,"Russell Westbrook","PG",89,74,68,87,91,65,74,8700,8500,NA
"375",NA,"Mitch Richmond","SG",89,86,74,76,88,76,60,90000,80000,NA
"376",NA,"Bernard King","SF",89,76,79,81,82,77,60,NA,50000,NA
"377",NA,"Jason Williams","PG",89,84,55,96,81,66,41,NA,NA,NA
"378",NA,"Jason Richardson","SG",89,86,86,70,86,72,63,NA,NA,NA
"379",NA,"Elton Brand","C",89,66,86,47,75,73,94,NA,NA,NA
"380",NA,"Michael Jordan","SG",89,72,80,78,89,83,49,NA,NA,NA
"381",NA,"Kevin Love","PF",89,77,78,61,75,64,92,NA,NA,NA
"382",NA,"Al Jefferson","C",89,64,83,51,68,74,92,NA,NA,NA
"383",NA,"Sean Elliott","SF",89,88,73,68,76,74,46,NA,NA,NA
"384",NA,"Anthony Davis","PF",89,73,81,58,82,80,86,16000,18000,NA
"385",NA,"Rick Barry","SF",89,80,74,74,85,77,77,12000,15000,NA
"386",NA,"Klay Thompson","SG",89,92,70,68,77,80,45,23000,27000,NA
"387",NA,"Karl Malone","PF",89,68,82,66,75,79,81,20000,22000,NA
"388",NA,"Allan Houston","SG",89,94,63,77,82,71,43,17000,20000,NA
"389",NA,"Lebron James","SF",89,79,78,81,89,76,54,18000,18000,NA
"390",NA,"Demarcus Cousins","C",89,75,89,67,70,69,91,16000,16000,NA
"391",NA,"Jimmy Butler","SG",89,82,73,71,83,79,61,7000,7000,NA
"392",NA,"Fat Lever","PG",89,78,65,90,84,82,79,6500,8000,NA
"393",NA,"Isiah Thomas","PG",89,80,59,89,85,78,40,6200,7000,NA
"394",NA,"Isaiah Thomas","PG",89,91,55,90,83,54,31,5500,6000,NA
"395",NA,"Karl-Anthony Towns","C",89,79,85,61,80,71,92,18000,18000,NA
"396",NA,"Kyrie Irving","PG",89,92,61,88,83,68,43,20000,17000,NA
"397",NA,"John Wall","PG",89,88,64,88,87,77,72,16000,15000,NA
"398",NA,"Giannis Antetokounmpo","SF",89,81,74,82,86,80,74,30000,29000,NA
"399",NA,"Kawhi Leonard","SF",89,86,73,63,83,84,57,27000,24000,NA
"400",NA,"Demar Derozan","SG",89,84,80,77,83,67,62,17000,16000,NA
"401",NA,"Gary Payton","PG",89,80,67,88,84,82,42,6500,6000,NA
"402",NA,"Marc Gasol","C",89,72,73,65,64,83,88,11000,12500,NA
"403",NA,"Kevin Durant","SF",89,92,73,66,77,65,51,40000,39000,NA
"404",NA,"Jusuf Nurkic","C",89,62,84,68,65,72,97,NA,NA,NA
"405",NA,"Jamal Crawford","SG",89,90,61,80,79,60,33,3700,4300,NA
"406",NA,"Ricky Rubio","PG",89,90,56,96,77,70,49,NA,NA,NA
"407",NA,"Marquese Chriss","PF",89,81,88,50,82,79,89,NA,4500,NA
"408",NA,"Andrew Wiggins","SF",89,79,80,66,83,76,62,NA,NA,NA
"409",NA,"Paul George","SF",89,90,72,74,84,78,62,NA,NA,NA
"410",NA,"D'Angelo Russell","PG",89,92,61,89,78,59,51,NA,NA,NA
"411",NA,"Trey Burke","PG",89,90,55,91,79,65,36,2000,2100,NA
"412",NA,"Brook Lopez","C",89,79,84,54,64,74,82,NA,NA,NA
"413",NA,"Jabari Parker","PF",89,85,89,80,82,69,82,NA,3000,NA
"414",NA,"Tim Hardaway Jr.","SG",89,92,69,83,80,67,37,NA,NA,NA
"415",NA,"Clint Capela","C",89,48,82,53,78,81,93,NA,NA,NA
"416",NA,"Trevor Ariza","SF",89,84,77,73,82,82,60,NA,NA,NA
"417",NA,"Norman Powell","SG",89,86,68,79,85,82,55,NA,NA,NA
"418",NA,"Louis Williams","SG",89,92,61,85,78,58,37,NA,1300,NA
"419",NA,"Jeff Teague","PG",89,89,63,91,83,71,40,NA,NA,NA
"420",NA,"Nenê","PF",89,57,84,51,71,68,89,NA,NA,NA
"421",NA,"Joe Johnson","SF",89,90,72,78,76,68,47,NA,NA,NA
"422",NA,"Chris Bosh","PF",89,81,82,56,75,71,85,4300,4500,NA
"423",NA,"Chris Webber","PF",89,73,82,63,78,83,87,5000,5000,NA
"424",NA,"Devin Booker","SG",89,91,60,77,75,61,40,NA,NA,NA
"425",NA,"Hassan Whiteside","C",89,56,79,40,73,80,97,NA,NA,NA
"426",NA,"Kevin Love","PF",89,84,77,57,73,64,90,NA,NA,NA
"427",NA,"Bradley Beal","SG",89,90,66,79,79,65,45,NA,NA,NA
"428",NA,"Andre Drummond","C",89,43,84,43,78,79,96,NA,8000,NA
"429",NA,"Eric Bledsoe","PG",89,89,66,92,84,74,51,NA,8000,NA
"430",NA,"Carmelo Anthony","SF",89,89,75,74,82,69,63,NA,30000,NA
"431",NA,"Jeremy Lin","PG",89,88,62,92,80,70,48,NA,NA,NA
"432",NA,"Latrell Sprewell","SF",89,87,74,80,80,67,41,3700,4000,NA
"433",NA,"Corey Maggette","SF",89,89,76,73,85,74,53,7200,6300,NA
"434",NA,"Hersey Hawkins","SG",89,91,63,78,78,70,45,4500,4000,NA
"435",NA,"Jerome Kersey","SF",89,80,78,57,84,79,78,3500,3000,NA
"436",NA,"Marc Gasol","C",89,78,75,65,64,83,88,10000,25000,NA
"437",NA,"Andrew Wiggins","SF",89,85,76,62,82,73,58,13000,30000,NA
"438",NA,"Dryamond Green","PF",89,72,70,82,84,95,82,NA,NA,NA
"439",NA,"Jeff Hornacek","SG",89,94,59,79,75,71,52,2000,2000,NA
"440",NA,"Blake Griffin","PF",89,73,90,77,85,73,85,NA,NA,NA
"441",NA,"Monta Ellis","SG",89,90,65,79,79,62,41,NA,1300,NA
"442",NA,"Zach Lavine","SG",89,90,76,78,79,56,47,NA,1900,NA
"443",NA,"Boris Diaw","PF",89,86,85,84,81,80,81,NA,NA,NA
"444",NA,"Toni Kukoc","SF",89,88,71,86,68,64,52,NA,1200,NA
"445",NA,"Jaylen Brown","SF",89,84,81,79,88,83,57,NA,NA,NA
"446",NA,"Mario Elie","SG",89,91,68,79,79,69,45,NA,NA,NA
"447",NA,"James Jones","SF",89,92,63,65,73,66,41,NA,NA,NA
"448",NA,"Bobby Jackson","PG",89,90,54,92,79,66,42,NA,NA,NA
"449",NA,"Matthew Dellavedova","PG",88,87,53,88,85,80,45,NA,NA,NA
"450",NA,"Jonathan Simmons","SG",88,88,72,76,78,76,61,NA,NA,NA
"451",NA,"Tristan Thompson","C",88,54,80,42,68,84,94,NA,1400,NA
"452",NA,"Robert Horry","SF",88,82,78,60,72,75,80,NA,1300,NA
"453",NA,"Elfrid Payton","PG",88,82,58,94,82,68,84,NA,NA,NA
"454",NA,"Kenneth Faried","PF",88,53,84,45,77,77,92,1700,2200,NA
"455",NA,"Rex Chapman","SG",88,89,65,82,80,61,46,1900,2000,NA
"456",NA,"Quentin Richardson","SG",88,90,67,72,80,64,44,2300,3000,NA
"457",NA,"Chandler Parsons","SF",88,87,68,77,76,70,52,1900,2500,NA
"458",NA,"Keith Van Horn","SF",88,87,72,66,65,60,76,4200,3700,NA
"459",NA,"Reggie Lewis","SG",88,85,79,75,80,75,49,3300,3000,NA
"460",NA,"Nikola Jokic","C",88,79,79,77,70,73,92,NA,NA,NA
"461",NA,"John Havlicek","SF",88,86,68,66,84,77,48,2900,3000,NA
"462",NA,"Daniel Gibson","PG",88,92,69,76,85,72,41,NA,NA,NA
"463",NA,"Patrick Beverley","PG",88,89,54,80,84,85,69,NA,NA,NA
"464",NA,"Javale McGee","C",88,51,81,34,69,81,91,NA,NA,NA
"465",NA,"Malcolm Brogdon","SG",88,91,64,89,85,79,77,NA,NA,NA
"466",NA,"Derrick Williams","SF",88,78,85,51,78,66,86,2300,1900,NA
"467",NA,"Shabazz Napier","PG",88,91,54,89,80,66,40,2000,2000,NA
"468",NA,"Russ Smith","PG",88,85,55,84,82,75,40,NA,NA,NA
"469",NA,"Willie Cauley-Stein","C",88,50,85,35,78,90,96,NA,3700,NA
"470",NA,"Brandon Ingram","SF",88,87,77,69,79,72,75,NA,4800,NA
"471",NA,"Aaron Gordon","PF",88,78,83,49,83,74,93,NA,NA,NA
"472",NA,"Lance Stepheson","SG",88,84,72,85,80,75,65,NA,NA,NA
"473",NA,"Josh Smith","PF",88,66,79,61,84,89,84,14000,16000,NA
"474",NA,"Tayshaun Prince","SF",88,78,63,46,77,85,64,4000,4800,NA
"475",NA,"Rudy Gobert","C",88,51,76,38,64,82,89,11000,11000,NA
"476",NA,"Mike Bibby","PG",88,87,59,91,77,64,44,5200,5200,NA
"477",NA,"Mike Conley","PG",88,88,53,89,81,67,34,6000,6000,NA
"478",NA,"Damian Lillard","PG",88,87,63,87,86,65,49,7000,9000,NA
"479",NA,"Kevin McHale","PF",88,60,78,56,73,84,86,14000,16000,NA
"480",NA,"Chris Paul","PG",88,85,56,94,80,74,47,5500,5500,NA
"481",NA,"Dirk Nowitzki","PF",88,89,71,51,61,60,78,27000,35000,NA
"482",NA,"Isaiah Rider","SG",88,85,77,71,83,69,50,NA,NA,NA
"483",NA,"Tim Duncan","PF",88,56,78,50,72,77,86,100000,100000,NA
"484",NA,"Andre Iguodala","SF",88,76,76,78,87,83,45,35000,40000,NA
"485",NA,"Larry Hughes","SG",88,85,62,80,77,74,42,NA,NA,NA
"486",NA,"Caron Butler","SF",88,85,71,76,78,66,42,NA,NA,NA
"487",NA,"Bill Walton","C",88,57,81,65,65,76,89,12000,11000,NA
"488",NA,"Michael Redd","SG",88,90,68,74,79,72,41,83000,84000,NA
"489",NA,"Richard Hamilton","SG",88,88,65,76,77,78,42,10000,11000,NA
"490",NA,"Gary Payton","PG",88,80,67,88,84,83,42,NA,NA,NA
"491",NA,"James Harden","PG",88,85,73,89,87,65,69,9000,8600,NA
"492",NA,"Nick Van Exel","PG",88,91,54,85,83,56,38,NA,NA,NA
"493",NA,"Ron Harper","PG",88,80,65,86,82,82,48,NA,NA,NA
"494",NA,"Sleepy Floyd","PG",88,85,63,94,81,66,30,NA,NA,NA
"495",NA,"Terry Cummings","PF",88,76,82,59,77,74,81,NA,NA,NA
"496",NA,"Maurice Cheeks","PG",88,74,54,86,85,86,38,80000,75000,NA
"497",NA,"Glen Rice","SF",88,85,74,70,82,75,61,50000,35000,NA
"498",NA,"Bob Dandridge","SF",88,79,75,73,83,77,72,NA,NA,NA
"499",NA,"Jalen Rose","SF",88,84,68,84,77,71,48,90000,60000,NA
"500",NA,"Tom Chambers","PF",88,80,87,59,79,71,70,NA,NA,NA
"501",NA,"David Thompson","SG",88,76,80,74,84,80,72,NA,NA,NA
"502",NA,"Terry Porter","PG",88,86,57,88,82,72,42,NA,NA,NA
"503",NA,"Lamarcus Aldridge","PF",88,74,80,51,67,70,76,NA,NA,NA
"504",NA,"Dan Majerle","SG",88,85,67,73,83,83,52,60000,60000,NA
"505",NA,"Jeff Hornacek","SG",88,92,59,79,74,71,52,65000,60000,NA
"506",NA,"Rik Smits","C",88,59,73,49,67,73,86,NA,NA,NA
"507",NA,"Jason Terry","PG",88,92,60,81,77,60,35,NA,80000,NA
"508",NA,"Damon Stoudamire","PG",88,87,53,92,81,55,39,NA,65000,NA
"509",NA,"Sam Cassell","PG",88,85,64,88,81,73,43,NA,NA,NA
"510",NA,"Buck Williams","PF",88,58,81,36,74,73,92,NA,NA,NA
"511",NA,"Kendall Gill","SG",88,84,75,75,82,78,53,NA,NA,NA
"512",NA,"Jerry Lucas","PF",88,76,75,70,73,76,92,NA,40000,NA
"513",NA,"Byron Scott","SG",88,89,66,80,81,68,41,NA,NA,NA
"514",NA,"Dwight Howard","C",88,42,81,43,77,84,91,NA,NA,NA
"515",NA,"Jamaal Wilkes","SF",88,73,83,75,81,77,75,NA,NA,NA
"516",NA,"Cedric Ceballos","SF",88,86,79,55,82,69,75,NA,NA,NA
"517",NA,"Dennis Rodman","PF",88,54,68,49,80,85,99,NA,NA,NA
"518",NA,"Ricky Pierce","SF",88,89,64,77,79,66,47,NA,NA,NA
"519",NA,"Kevin Willis","PF",88,63,81,31,62,64,94,30000,18000,NA
"520",NA,"Muggsy Bogues","PG",87,88,50,94,81,56,41,17000,35000,NA
"521",NA,"Dominique Wilkins","SF",87,78,77,60,85,76,70,35000,35000,NA
"522",NA,"Charles Oakley","PF",87,72,66,44,74,78,90,NA,NA,NA
"523",NA,"A.C. Green","PF",87,67,71,43,76,74,91,NA,NA,NA
"524",NA,"John Starks","SG",87,85,63,74,80,75,36,NA,NA,NA
"525",NA,"Dick Barnett","SG",87,86,70,75,79,72,58,NA,NA,NA
"526",NA,"Danny Ainge","SG",87,90,57,82,73,67,38,NA,NA,NA
"527",NA,"Scott Wedman","SF",87,83,71,65,76,65,52,NA,NA,NA
"528",NA,"Andre Miller","PG",87,76,64,96,78,63,43,35000,20000,NA
"529",NA,"World B. Free","PG",87,86,69,83,86,69,41,70000,70000,NA
"530",NA,"Zydrunas Ilgauskas","C",87,72,78,35,61,68,87,NA,NA,NA
"531",NA,"Jameer Nelson","PG",87,89,53,84,81,66,43,65000,50000,NA
"532",NA,"Nate Archibald","PG",87,82,64,90,82,71,31,NA,NA,NA
"533",NA,"Tom Heinsohn","PF",87,82,72,61,76,79,86,NA,NA,NA
"534",NA,"Luol Deng","SF",87,80,68,56,79,80,57,NA,NA,NA
"535",NA,"Devin Harris","PG",87,80,58,88,80,65,37,NA,NA,NA
"536",NA,"Dave Debusschere","PF",87,72,76,72,77,86,88,NA,30000,NA
"537",NA,"Andrea Bargnani","PF",87,82,79,43,65,64,73,NA,50000,NA
"538",NA,"Herb Williams","C",87,63,84,43,56,74,92,NA,NA,NA
"539",NA,"Elvin Hayes","PF",87,56,82,56,79,79,90,NA,NA,NA
"540",NA,"Kevin Duckworth","C",87,67,75,35,60,68,88,NA,90000,NA
"541",NA,"Michael Cooper","SG",87,73,65,69,79,88,44,NA,NA,NA
"542",NA,"Tim Hardaway","PG",87,83,56,92,84,73,44,45000,22000,NA
"543",NA,"Doug Collins","SG",87,88,65,75,75,75,37,65000,75000,NA
"544",NA,"Detlef Schrempf","SF",87,85,73,71,61,66,56,NA,NA,NA
"545",NA,"Mark Jackson","PG",87,84,57,95,77,68,41,NA,NA,NA
"546",NA,"David West","PF",87,72,75,59,68,75,85,NA,NA,NA
"547",NA,"Steve Smith","SG",87,90,70,67,76,69,51,NA,NA,NA
"548",NA,"Mo Williams","PG",87,93,51,87,77,63,37,NA,NA,NA
"549",NA,"Eddie Jones","SG",87,87,69,70,81,77,42,NA,NA,NA
"550",NA,"Tyson Chandler","C",87,47,74,50,69,86,90,NA,NA,NA
"551",NA,"Roy Hibbert","C",87,52,71,42,57,79,90,NA,80000,NA
"552",NA,"George McGinnis","PF",87,67,81,61,76,72,89,70000,70000,NA
"553",NA,"Bill Cartwright","C",87,61,79,39,62,70,88,NA,NA,NA
"554",NA,"Ray Allen","SG",87,90,64,73,79,71,44,100000,120000,NA
"555",NA,"Rudy Larusso","PF",87,73,77,62,76,75,87,50000,40000,NA
"556",NA,"Kobe Bryant","SG",87,81,75,78,88,72,60,40000,35000,NA
"557",NA,"Jamal Crawford","SG",87,87,60,80,77,58,33,30000,35000,NA
"558",NA,"David Robinson","C",87,62,80,51,77,80,85,70000,110000,NA
"559",NA,"Pete Maravich","SG",87,80,65,93,75,65,45,85000,70000,NA
"560",NA,"Lenny Wilkens","PG",87,85,60,91,77,72,52,5200,6000,NA
"561",NA,"Tony Allen","SG",87,71,68,66,79,86,48,3000,3000,NA
"562",NA,"Doug Christie","SG",87,85,60,84,74,75,68,1300,1300,NA
"563",NA,"Jason Richardson","SG",87,86,85,70,82,72,63,1500,2000,NA
"564",NA,"Richard Jefferson","SF",87,84,76,76,80,65,48,NA,NA,NA
"565",NA,"Zach Randolph","PF",87,78,85,48,70,70,88,NA,1700,NA
"566",NA,"Hubert Davis","SG",87,91,60,73,73,67,34,1800,1900,NA
"567",NA,"Marco Belinelli","SG",87,91,63,72,69,69,57,1500,1900,NA
"568",NA,"Gerald Green","SG",86,82,74,74,80,65,50,1800,2000,NA
"569",NA,"Marcus Morris","SF",86,86,71,67,72,67,81,NA,NA,NA
"570",NA,"Jusuf Nurkic","C",86,62,81,68,58,72,97,NA,NA,NA
"571",NA,"Ricky Rubio","PG",86,87,51,96,73,70,49,NA,NA,NA
"572",NA,"Eric Bledsoe","PG",86,86,62,90,84,74,51,5500,5500,NA
"573",NA,"Blake Griffin","PF",86,71,89,75,85,68,76,NA,NA,NA
"574",NA,"Joel Embiid","C",86,81,79,44,75,75,84,NA,18000,NA
"575",NA,"Paul Millsap","PF",86,73,81,66,74,86,88,NA,7000,NA
"576",NA,"Derrick Rose","PG",86,80,62,86,87,64,44,18000,20000,NA
"577",NA,"Jabari Parker","PF",86,83,85,80,80,69,70,12000,12000,NA
"578",NA,"Nikola Jokic","C",86,75,76,70,70,70,88,10000,9000,NA
"579",NA,"Derek Harper","PG",86,90,60,83,72,64,34,NA,NA,NA
"580",NA,"Patrick Beverley","PG",86,87,54,75,82,83,53,NA,NA,NA
"581",NA,"Tyler Ulis","PG",86,87,55,93,85,59,73,NA,NA,NA
"582",NA,"Marcus Smart","PG",86,82,59,88,88,86,51,NA,NA,NA
"583",NA,"Julius Randle","PF",86,68,83,83,80,58,92,NA,NA,NA
"584",NA,"Boban Marjanovic","C",86,60,79,32,53,65,94,NA,NA,NA
"585",NA,"Zach Lavine","SG",86,88,69,75,77,54,47,6300,9000,NA
"586",NA,"Devin Booker","SG",86,89,59,68,74,58,40,7000,15000,NA
"587",NA,"Deandre Jordan","C",86,38,77,38,76,80,92,10000,9000,NA
"588",NA,"Draymond Green","PF",86,72,70,79,84,87,77,7500,8000,NA
"589",NA,"Kyle Lowry","PG",86,86,58,87,87,78,53,3900,3800,NA
"590",NA,"C.J. McCollum","SG",86,92,57,78,80,57,39,5000,7500,NA
"591",NA,"Marc Gasol","C",86,72,72,65,64,75,85,5000,5000,NA
"592",NA,"Gordon Hayward","SF",86,85,65,74,73,64,52,4000,3500,NA
"593",NA,"Isaiah Thomas","PG",86,86,55,88,82,54,31,3000,3300,NA
"594",NA,"Paul George","SF",86,85,66,68,82,73,56,7000,3000,NA
"595",NA,"Hassan Whiteside","C",86,52,76,40,73,80,95,6500,5500,NA
"596",NA,"Andre Drummond","C",86,41,81,36,76,73,93,4100,4500,NA
"597",NA,"John Wall","PG",86,83,63,87,87,68,40,4300,3800,NA
"598",NA,"Kevin Love","PF",86,82,76,57,73,56,84,8000,10000,NA
"599",NA,"Carmelo Anthony","SF",86,85,70,69,81,64,63,5800,6500,NA
"600",NA,"Kyrie Irving","PG",86,90,57,80,81,58,36,5300,6000,NA
"601",NA,"Giannis Antetokounmpo","SF",86,75,69,80,83,73,74,8000,8500,NA
"602",NA,"Karl-Anthony Towns","C",86,77,81,52,79,70,89,8000,8000,NA
"603",NA,"Russell Westbrook","PG",86,71,67,83,91,65,66,4000,3500,NA
"604",NA,"Demarcus Cousins","C",86,71,84,60,69,66,86,6000,6500,NA
"605",NA,"Anthony Davis","PF",86,72,79,58,82,80,72,7800,7800,NA
"606",NA,"Allen Iverson","SG",86,79,59,85,93,73,43,40000,58000,NA
"607",NA,"Jim King","PG",86,83,54,86,79,69,37,22000,10000,NA
"608",NA,"Monta Ellis","SG",86,84,64,79,79,62,41,40000,28000,NA
"609",NA,"Gheorge Muresan","C",86,55,75,37,56,72,88,NA,NA,NA
"610",NA,"Kevin Durant","SF",86,85,70,66,77,65,51,7500,7000,NA
"611",NA,"Andrew Wiggins","SF",86,78,75,59,82,73,47,3400,3400,NA
"612",NA,"Jason Kidd","PG",86,79,58,90,84,77,53,NA,NA,NA
"613",NA,"Lance Stephenson","SG",86,78,70,79,78,78,66,NA,60000,NA
"614",NA,"Carmelo Anthony","SF",86,84,77,78,82,71,65,NA,NA,NA
"615",NA,"Jimmy Butler","SG",86,81,73,76,85,82,51,NA,NA,NA
"616",NA,"Josh Smith","PF",86,66,79,61,84,84,84,40000,20000,NA
"617",NA,"James Harden","SG",86,82,70,80,86,67,58,NA,NA,NA
"618",NA,"Otis Thorpe","PF",86,56,82,40,70,66,89,NA,NA,NA
"619",NA,"Kenny Smith","PG",86,86,58,88,83,60,32,NA,NA,NA
"620",NA,"Luis Scola","PF",86,73,69,44,72,70,86,NA,50000,NA
"621",NA,"Goran Dragic","PG",86,86,60,86,78,65,44,27000,25000,NA
"622",NA,"Larry Nance","SF",86,61,81,52,76,81,71,25000,20000,NA
"623",NA,"Tayshaun Prince","SF",86,77,62,46,77,85,48,NA,NA,NA
"624",NA,"Chauncey Billups","PG",86,83,56,85,81,78,43,NA,NA,NA
"625",NA,"Chris Kaman","C",86,68,76,47,62,67,87,30000,25000,NA
"626",NA,"Steve Francis","PG",86,79,68,88,80,74,55,85000,77000,NA
"627",NA,"Dennis Scott","SF",86,89,65,59,71,68,41,80000,100000,NA
"628",NA,"Nick Anderson","SG",86,85,67,75,77,71,49,75000,90000,NA
"629",NA,"Kevin Martin","SG",86,89,63,69,72,57,39,NA,NA,NA
"630",NA,"Bill Bradley","SF",86,84,68,77,75,70,35,NA,NA,NA
"631",NA,"James Edwards","C",86,53,82,32,67,65,90,NA,NA,NA
"632",NA,"Kevin Durant","SF",86,84,70,66,77,65,51,NA,NA,NA
"633",NA,"Doc Rivers","PG",86,80,63,92,79,73,41,12000,9000,NA
"634",NA,"Joakim Noah","C",86,50,62,67,69,87,95,NA,NA,NA
"635",NA,"Wally Szczerbiak","SF",86,89,59,69,74,64,45,NA,NA,NA
"636",NA,"Deron Williams","PG",86,83,63,89,83,71,39,NA,NA,NA
"637",NA,"B.J. Armstrong","PG",86,88,52,88,77,57,40,NA,NA,NA
"638",NA,"Shane Battier","SF",86,80,63,69,79,82,56,NA,NA,NA
"639",NA,"Grant Hill","SF",86,78,73,76,82,71,62,NA,NA,NA
"640",NA,"Derek Harper","PG",85,83,59,85,81,78,34,NA,NA,NA
"641",NA,"Len Chappell","PF",85,69,76,42,63,66,89,NA,NA,NA
"642",NA,"Shareef Abdur-Rahim","PF",85,76,81,65,74,72,82,NA,NA,NA
"643",NA,"Dennis Johnson","PG",85,70,60,81,83,80,38,NA,NA,NA
"644",NA,"Bill Walton","C",85,56,77,65,62,70,87,NA,NA,NA
"645",NA,"Aaron Brooks","PG",85,87,51,81,82,57,37,NA,NA,NA
"646",NA,"Detlef Schrempf","SF",85,81,73,71,69,66,56,NA,NA,NA
"647",NA,"Sarunas Marciulionis","SG",85,85,66,61,85,71,53,NA,NA,NA
"648",NA,"Reggie Lewis","SG",85,80,74,75,80,75,49,NA,30000,NA
"649",NA,"Antonio Davis","C",85,59,80,45,71,76,87,NA,15000,NA
"650",NA,"Paul Pressey","SG",85,72,69,78,80,78,53,20000,NA,NA
"651",NA,"Earl Monroe","PG",85,81,59,83,82,72,36,NA,NA,NA
"652",NA,"Connie Hawkins","SF",85,65,81,74,76,73,75,NA,NA,NA
"653",NA,"Deandre Jordan","C",85,37,76,38,76,81,89,NA,NA,NA
"654",NA,"Paul George","SF",85,80,66,68,82,73,56,NA,NA,NA
"655",NA,"Klay Thompson","SG",85,86,61,62,76,76,39,NA,NA,NA
"656",NA,"Demarcus Cousins","C",85,69,82,60,69,66,80,NA,NA,NA
"657",NA,"Carmelo Anthony","SF",85,82,70,61,81,64,58,NA,NA,NA
"658",NA,"Latrell Sprewell","SF",85,83,72,80,78,67,41,NA,NA,NA
"659",NA,"Lebron James","SF",85,66,72,75,89,76,54,2300,2000,NA
"660",NA,"Stephen Curry","PG",85,86,57,84,82,65,47,2500,2400,NA
"661",NA,"Antoine Carr","PF",85,65,79,57,69,66,85,NA,NA,NA
"662",NA,"Adrian Dantley","SF",85,76,79,70,81,70,69,20000,25000,NA
"663",NA,"Charles Smith","PF",85,66,77,47,71,69,85,20000,15000,NA
"664",NA,"Eric Gordon","SG",85,86,64,74,83,67,32,27000,30000,NA
"665",NA,"Toni Kukoc","SF",85,82,70,75,69,64,52,NA,NA,NA
"666",NA,"Bobby Jones","SF",85,51,69,57,73,87,75,NA,NA,NA
"667",NA,"Raef Lafrentz","C",85,75,75,49,64,74,85,NA,NA,NA
"668",NA,"Mahmoud Adbul-Rauf","PG",85,85,64,81,77,60,34,NA,NA,NA
"669",NA,"Ty Lawson","PG",85,84,56,88,80,62,39,NA,NA,NA
"670",NA,"Kendall Gill","SG",85,80,73,73,81,75,53,10000,15000,NA
"671",NA,"David Wesley","SG",85,88,58,71,80,66,40,NA,NA,NA
"672",NA,"Isaiah Rider","SG",85,83,75,68,83,69,50,NA,NA,NA
"673",NA,"Terry Cummings","PF",85,73,80,59,76,74,81,30000,20000,NA
"674",NA,"Jon McGlocklin","SG",85,88,60,71,75,64,51,NA,NA,NA
"675",NA,"Horace Grant","PF",85,59,73,45,66,76,88,50000,40000,NA
"676",NA,"Vlade Divac","C",85,64,79,56,63,73,85,3200,5500,NA
