"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"318",NA,"'86 Larry Nance","PF",86,72,83,55,79,81,78,NA,NA,NA
"319",NA,"'88 Doc Rivers","PG",86,80,62,93,80,80,41,NA,NA,NA
"320",NA,"Dennis Schroder","PG",86,92,58,83,81,61,38,3000,3000,NA
"321",NA,"'07 Joe Johnson","SF",86,86,71,75,79,66,45,4000,4000,NA
"322",NA,"'12 Rajon Rondo","PG",86,66,58,94,86,78,52,4500,4500,NA
"323",NA,"'95 Isaiah Rider","SG",86,85,75,69,85,68,45,NA,NA,NA
"324",NA,"'94 Kenny Anderson","PG",86,84,64,96,79,63,46,NA,NA,NA
"325",NA,"'83 Terry Cummings","PF",86,74,80,57,82,75,85,NA,NA,NA
"326",NA,"'95 Jim Jackson","SG",86,86,63,79,76,55,44,NA,NA,NA
"327",NA,"'05 Larry Hughes","SG",86,85,67,82,79,69,50,NA,NA,NA
"328",NA,"'07 Zach Randolph","PF",86,83,77,48,75,65,85,NA,NA,NA
"329",NA,"Ian Mahinmi","C",86,60,85,66,68,73,88,1700,1700,NA
"330",NA,"'83 David Thompson","SG",86,81,73,75,87,72,45,NA,NA,NA
"331",NA,"'98 Rik Smits","C",86,75,73,49,72,73,86,NA,NA,NA
"332",NA,"Rudy Gobert","C",86,48,75,39,64,80,96,3500,3500,NA
"333",NA,"'84 Ralph Sampson","C",86,58,75,48,80,79,84,NA,NA,NA
"334",NA,"'80 Nate Archibald","PG",86,82,66,88,81,71,31,NA,18000,NA
"335",NA,"Andre Drummond","C",86,47,81,42,77,73,97,3500,4500,NA
"336",NA,"'09 Deron Williams","PG",86,83,68,93,80,66,37,2000,2100,NA
"337",NA,"'98 Scottie Pippen","SF",86,81,73,82,79,80,50,NA,NA,NA
"338",NA,"'94 Dominique Wilkins","SF",86,82,79,60,86,75,70,NA,NA,NA
"339",NA,"'08 Manu Ginobili","SG",86,87,62,80,76,70,51,4500,3000,NA
"340",NA,"'98 John Stockton","PG",86,85,52,95,74,75,40,NA,NA,NA
"341",NA,"'99 Shawn Kemp","PF",86,74,80,56,83,74,85,NA,NA,NA
"342",NA,"'87 Tom Chambers","PF",86,86,85,58,84,70,71,NA,NA,NA
"343",NA,"Paul George","SF",86,80,71,64,82,79,69,3500,3500,4500
"344",NA,"Dwyane Wade","SG",86,81,76,83,77,75,50,2200,1800,3000
"345",NA,"Jimmy Butler","SG",86,83,67,71,82,82,54,2300,1900,3300
"346",NA,"Pau Gasol","PF",86,78,77,58,64,70,83,1800,1700,3200
"347",NA,"Damian Lillard","PG",86,85,64,88,87,65,48,2000,1900,3000
"348",NA,"'90 Fat Lever","PG",86,83,65,85,83,78,75,NA,NA,NA
"349",NA,"'91 Tim Hardaway","PG",86,86,58,92,83,68,42,NA,7000,NA
"350",NA,"Karl-Anthony Towns (Dynamic)","C",86,84,79,55,79,68,84,18000,20000,80000
"351",NA,"Isaiah Thomas (Dynamic)","PG",86,85,57,92,86,59,37,6000,9000,100000
"352",NA,"Kyle Lowry (Dynamic)","PG",86,80,57,86,87,82,52,9000,10000,NA
"353",NA,"Hassan Whiteside (Dynamic)","C",86,64,80,40,72,79,92,15000,9000,50000
"354",NA,"Eric Bledsoe (Dynamic)","PG",86,85,62,83,83,77,49,6000,10000,20000
"355",NA,"'65 Sam Jones","SG",86,89,67,73,86,71,48,NA,12000,NA
"356",NA,"'04 Richard Hamilton","SG",86,89,67,76,75,78,42,NA,15000,NA
"357",NA,"Pau Gasol (Dynamic)","PF",85,82,77,61,64,73,81,3000,5000,75000
"358",NA,"Chris Bosh (Dynamic)","PF",85,88,80,54,76,69,68,30000,9000,171000
"359",NA,"Dirk Nowitzki (Dynamic)","PF",85,90,78,59,62,63,67,8000,8000,80000
"360",NA,"Derrick Favors (Dynamic)","PF",85,65,84,48,78,73,77,4000,3500,40000
"361",NA,"'95 Penny Hardaway","PG",85,84,77,83,81,71,47,NA,NA,NA
"362",NA,"'01 Ray Allen","SG",85,88,69,72,79,68,44,NA,NA,NA
"363",NA,"'90 Mark Price","PG",85,90,55,90,76,61,38,NA,3500,NA
"364",NA,"'93 Alonzo Mourning","C",85,68,78,36,72,82,81,NA,10000,NA
"365",NA,"'72 Gail Goodrich","SG",85,88,59,81,78,63,34,NA,10000,NA
"366",NA,"'11 Blake Griffin","PF",85,69,86,62,86,65,81,1800,2500,NA
"367",NA,"Dwight Howard","C",85,51,78,41,81,80,84,1800,1900,3300
"368",NA,"Mike Conley","PG",85,82,57,87,81,73,39,1800,1700,1700
"369",NA,"Kobe Bryant","SG",85,82,72,83,74,72,57,1900,1800,3800
"370",NA,"'85 Mark Eaton","C",85,48,68,35,66,83,85,1800,1800,NA
"371",NA,"'87 Michael Cooper","SG",85,79,65,69,79,88,43,1700,1500,NA
"372",NA,"'90 Ricky Pierce","SF",85,87,68,71,80,67,53,2000,1800,NA
"373",NA,"'96 Dennis Rodman","PF",85,61,65,49,82,83,98,NA,NA,NA
"374",NA,"'91 Scottie Pippen","SF",85,72,74,81,81,81,63,NA,NA,NA
"375",NA,"Brandon Knight","PG",85,86,60,88,82,60,61,3000,2800,NA
"376",NA,"'07 Carlos Boozer","PF",85,67,81,48,76,65,88,2000,3000,NA
"377",NA,"'73 Lenny Wilkens","PG",85,80,63,85,80,72,52,NA,3000,NA
"378",NA,"'03 Steve Nash","PG",85,87,57,91,77,60,40,3000,3000,NA
"379",NA,"'09 Al Jefferson","C",85,68,80,49,73,65,83,2000,3000,NA
"380",NA,"'05 Shawn Marion","SF",85,79,77,57,82,78,82,6000,7000,NA
"381",NA,"'05 Grant Hill","SF",85,83,74,76,81,72,62,NA,NA,NA
"382",NA,"Jeremy Lin","PG",85,91,65,75,76,63,42,1900,2000,NA
"383",NA,"'99 Shareef Abdur-Rahim","PF",85,85,80,65,78,72,79,NA,NA,NA
"384",NA,"'06 Mike Bibby","PG",85,91,61,82,76,64,44,NA,NA,NA
"385",NA,"Raymond Felton","PG",85,86,62,82,82,63,65,1500,1500,NA
"386",NA,"'15 Austin Rivers","PG",85,87,64,82,78,68,37,6000,5000,NA
"387",NA,"'81 Jamaal Wilkes","SF",85,79,82,69,85,74,61,NA,NA,NA
"388",NA,"Bojan Bogdanovic","SF",85,90,72,61,79,57,72,3500,5000,NA
"389",NA,"'71 Dave Bing","PG",85,82,67,83,84,72,47,NA,NA,NA
"390",NA,"'94 Steve Smith","SG",85,86,72,75,79,68,51,NA,NA,NA
"391",NA,"'92 Reggie Lewis","SG",85,83,75,75,83,75,49,NA,NA,NA
"392",NA,"'05 Jalen Rose","SF",85,88,69,78,77,67,38,NA,NA,NA
"393",NA,"'09 Danny Granger","SF",85,88,70,65,77,71,51,NA,6500,NA
"394",NA,"Channing Frye","PF",85,95,75,47,73,68,79,4000,3000,NA
"395",NA,"'00 Isaiah Rider","SG",85,84,75,69,81,68,45,NA,NA,NA
"396",NA,"'08 Andre Iguodala","SF",85,77,71,76,83,81,48,7000,10000,NA
"397",NA,"'12 Andrew Bynum","C",85,55,78,42,66,73,88,NA,NA,NA
"398",NA,"'80 Scott Wedman","SF",85,87,70,66,82,71,58,NA,NA,NA
"399",NA,"'92 Jeff Hornacek","SG",85,92,57,74,75,69,50,NA,NA,NA
"400",NA,"'99 Keith Van Horn","SF",85,88,71,64,72,62,58,NA,NA,NA
"401",NA,"'91 Hersey Hawkins","SG",85,91,64,68,82,65,44,NA,NA,NA
"402",NA,"'68 Rudy Larusso","PF",84,74,72,62,77,76,84,NA,NA,NA
"403",NA,"'05 Rashard Lewis","SF",84,88,72,60,73,65,54,NA,NA,NA
"404",NA,"Danny Green","SG",84,90,60,64,81,78,46,4000,3500,NA
"405",NA,"'82 Bob Lanier","C",84,78,79,59,72,72,69,NA,NA,NA
"406",NA,"Andre Roberson","SG",84,73,67,66,86,85,75,3000,3000,NA
"407",NA,"'86 World B. Free","PG",84,89,68,76,81,64,39,NA,NA,NA
"408",NA,"'03 Jason Williams","PG",84,80,57,97,74,64,42,NA,NA,NA
"409",NA,"'97 Damon Stoudamire","PG",84,87,57,85,83,59,45,NA,NA,NA
"410",NA,"'89 Kenny Smith","PG",84,88,61,84,76,60,34,NA,NA,NA
"411",NA,"'03 Jerry Stackhouse","SG",84,83,76,73,80,65,46,NA,NA,NA
"412",NA,"'08 Rajon Rondo","PG",84,67,61,90,82,77,51,2000,2000,NA
"413",NA,"'09 Devin Harris","PG",84,80,60,86,80,61,42,2000,2000,NA
"414",NA,"'10 David Lee","PF",84,70,78,65,73,63,82,2000,2000,NA
"415",NA,"'72 Jerry Lucas","PF",84,82,69,70,68,76,92,NA,6200,NA
"416",NA,"'04 Sam Cassell","PG",84,84,63,84,77,67,40,NA,10000,NA
"417",NA,"'06 Andrei Kirilenko","PF",84,79,78,76,80,87,69,2200,2800,NA
"418",NA,"'91 James Worthy","SF",84,80,81,63,77,76,45,NA,NA,NA
"419",NA,"'14 Goran Dragic","PG",84,86,61,86,77,65,41,2000,2000,NA
"420",NA,"'91 Dennis Rodman","PF",84,59,67,35,83,85,94,2000,1500,NA
"421",NA,"'12 Tyson Chandler","C",84,59,72,42,74,82,82,1700,1500,NA
"422",NA,"'14 Joakim Noah","C",84,61,65,65,78,82,85,2000,1800,NA
"423",NA,"Louis Williams","SG",84,89,63,74,69,56,37,2500,2800,NA
"424",NA,"'97 Mark Jackson","PG",84,81,57,96,82,67,41,NA,NA,NA
"425",NA,"'80 Dave Cowens","C",84,72,74,53,81,81,78,NA,NA,NA
"426",NA,"Derrick Rose","PG",84,80,70,83,83,70,44,1900,1800,3600
"427",NA,"Chris Bosh","PF",84,86,80,53,75,67,63,1800,1900,3000
"428",NA,"Kevin Love","PF",84,86,75,60,76,62,78,1800,1700,2300
"429",NA,"Dirk Nowitzki","PF",84,91,76,59,61,62,67,1900,1800,3500
"430",NA,"Zach Randolph","PF",84,75,75,46,71,66,87,1500,1500,2200
"431",NA,"DeAndre Jordan","C",84,45,74,38,81,80,93,1500,1500,3300
"432",NA,"'95 Grant Hill","SF",84,76,76,77,83,70,49,3500,2000,NA
"433",NA,"'86 Robert Parish","C",84,59,75,46,60,78,85,NA,7000,NA
"434",NA,"'71 Bob Dandridge","SF",84,82,69,68,80,75,72,NA,7500,NA
"435",NA,"'87 Byron Scott","SG",84,86,68,71,82,67,41,NA,10000,NA
"436",NA,"Brook Lopez (Dynamic)","C",84,70,82,46,62,69,72,3000,3000,20000
"437",NA,"DeAndre Jordan (Dynamic)","C",84,40,77,38,81,79,91,10000,6000,60000
"438",NA,"Kemba Walker (Dynamic)","PG",84,85,60,86,82,67,46,6000,9000,40000
"439",NA,"'91 Mitch Richmond","SG",84,90,68,59,83,68,56,NA,9000,NA
"440",NA,"Giannis Antetokounmpo (Dynamic)","SF",84,72,70,81,80,74,66,15000,15000,40000
"441",NA,"'94 Dikembe Mutombo","C",83,44,66,38,68,81,88,NA,5000,NA
"442",NA,"Kevin Love (Dynamic)","PF",83,81,77,61,76,58,83,6000,5000,18000
"443",NA,"Dwight Howard (Dynamic)","C",83,40,75,41,80,78,86,4000,5000,98000
"444",NA,"Mike Conley (Dynamic)","PG",83,76,55,88,81,72,40,3000,2500,28000
"445",NA,"Gordon Hayward (Dynamic)","SF",83,84,69,72,75,66,57,3000,5000,70000
"446",NA,"Rajon Rondo (Dynamic)","PG",83,70,57,91,80,76,59,3000,3500,40000
"447",NA,"'98 Eddie Jones","SG",83,84,69,67,80,77,42,NA,3000,NA
"448",NA,"C.J. McCollum (Dynamic)","SG",83,87,59,77,85,57,38,NA,10000,60000
"449",NA,"'85 Paul Pressey","SG",83,75,69,78,81,78,53,NA,4000,NA
"450",NA,"Reggie Jackson (Dynamic)","PG",83,82,61,86,82,63,50,5000,3500,50000
"451",NA,"Jonas Valanciunas (Dynamic)","C",83,67,75,42,70,66,90,3000,2500,13000
"452",NA,"'85 Maurice Cheeks","PG",83,75,54,79,81,86,38,NA,1800,5000
"453",NA,"'77 George McGinnis","PF",83,72,80,61,80,72,82,NA,8000,NA
"454",NA,"'90 Brad Daugherty","C",83,68,75,54,64,68,76,NA,3800,NA
"455",NA,"'64 Jerry Lucas","PF",83,82,71,59,71,68,93,1500,1800,NA
"456",NA,"'99 Vince Carter","SF",83,80,75,74,88,64,57,5000,5000,NA
"457",NA,"'93 Larry Johnson","PF",83,82,80,71,82,72,72,NA,4000,NA
"458",NA,"'87 James Worthy","SF",83,70,82,52,81,74,54,NA,7000,NA
"459",NA,"'00 Scottie Pippen","SF",83,76,73,75,77,75,56,NA,4500,NA
"460",NA,"DeMar DeRozan","SG",83,78,74,78,80,67,50,2000,2100,1900
"461",NA,"Kyle Lowry","PG",83,76,58,86,82,77,53,2200,1800,2000
"462",NA,"Rudy Gay","SF",83,83,75,65,74,62,61,1800,1700,3000
"463",NA,"Nikola Vucevic","C",83,76,77,46,71,62,80,1500,1500,1700
"464",NA,"Jeff Teague","PG",83,82,59,88,82,69,36,1800,1900,2000
"465",NA,"Al Horford","C",83,81,76,58,75,70,73,1800,1900,1900
"466",NA,"Paul Millsap","PF",83,80,79,64,77,74,74,1700,1600,2000
"467",NA,"Al Jefferson","C",83,65,79,50,72,65,73,1900,1800,2000
"468",NA,"Gordon Hayward","SF",83,86,66,72,75,67,58,1800,1800,2300
"469",NA,"Tony Parker","PG",83,84,63,82,77,65,36,1500,1500,1500
"470",NA,"Andre Drummond","C",83,40,74,42,75,73,95,1500,1400,2800
"471",NA,"Brook Lopez","C",83,69,79,43,62,70,77,1500,1500,2000
"472",NA,"'96 Gheorge Muresan","C",83,56,74,37,57,71,88,NA,NA,NA
"473",NA,"'03 Jamal Mashburn","SF",83,83,74,75,80,65,47,NA,NA,NA
"474",NA,"'12 Luol Deng","SF",83,78,64,62,79,78,56,2500,2500,NA
"475",NA,"'77 Adrian Dantley","SF",83,73,75,72,86,69,69,NA,NA,NA
"476",NA,"'95 Glen Rice","SF",83,85,71,64,79,70,57,NA,NA,NA
"477",NA,"'12 James Harden","SG",83,85,70,77,84,54,43,4000,3500,NA
"478",NA,"'10 Chris Kaman","C",83,68,78,42,66,67,79,NA,4000,NA
"479",NA,"'10 Gerald Wallace","SF",83,78,70,53,84,78,74,3000,3000,NA
"480",NA,"'92 Detlef Schrempf","SF",83,82,73,70,69,67,77,1500,1700,NA
"481",NA,"'71 Gail Goodrich","SG",83,86,58,78,78,61,37,NA,NA,NA
"482",NA,"'13 Jrue Holiday","PG",83,82,61,87,79,69,43,2000,2200,NA
"483",NA,"'01 Jalen Rose","SF",83,81,68,78,77,67,38,NA,7500,NA
"484",NA,"'76 Dave Bing","PG",83,82,64,81,82,72,47,NA,2500,NA
"485",NA,"'71 Lou Hudson","SF",83,85,75,63,80,66,39,NA,3000,NA
"486",NA,"'85 Terry Cummings","PF",83,71,78,59,80,74,77,NA,2800,10000
"487",NA,"'98 Isaiah Rider","SG",83,82,75,69,84,65,45,NA,NA,NA
"488",NA,"'00 Latrell Sprewell","SF",83,80,73,81,82,70,43,NA,NA,NA
"489",NA,"'09 Jameer Nelson","PG",83,91,54,83,78,62,43,4000,3000,NA
"490",NA,"Kent Bazemore","SF",83,90,67,62,82,65,63,2000,2000,NA
"491",NA,"'11 Monta Ellis","SG",83,83,65,78,77,60,41,7500,8500,NA
"492",NA,"'08 Caron Butler","SF",83,85,67,76,78,70,57,NA,NA,NA
"493",NA,"'97 Kendall Gill","SG",83,83,71,72,78,69,48,NA,NA,NA
"494",NA,"'03 Eddie Jones","SG",83,84,69,67,80,77,42,NA,NA,NA
"495",NA,"'89 Danny Ainge","PG",83,90,60,83,74,61,40,NA,NA,NA
"496",NA,"'83 Larry Drew","PG",83,84,59,85,78,61,39,NA,NA,NA
"497",NA,"Allen Crabbe","SG",82,94,62,58,81,60,50,3500,3000,NA
"498",NA,"'09 Mo Williams","PG",82,89,58,80,78,55,39,2000,2200,NA
"499",NA,"Norman Powell","SG",82,89,58,57,77,77,55,2000,2000,NA
"500",NA,"'90 Derrick Harper","PG",82,83,59,85,76,75,35,NA,NA,NA
"501",NA,"'99 Otis Thrope","PF",82,60,78,44,77,66,82,NA,NA,NA
"502",NA,"'08 Josh Smith","PF",82,69,79,67,83,81,68,3000,4000,NA
"503",NA,"'07 Ben Gordon","SG",82,87,58,72,81,50,40,5000,4000,NA
"504",NA,"'94 Rex Chapman","SG",82,85,64,71,81,65,46,NA,NA,NA
"505",NA,"'08 Jamal Crawford","SG",82,86,59,79,73,55,34,5000,8000,NA
"506",NA,"Marreese Speights","C",82,90,77,45,71,59,78,1500,1500,NA
"507",NA,"'08 Jason Richardson","SG",82,81,72,69,85,66,54,2000,3000,NA
"508",NA,"'02 Shane Battier","SF",82,79,63,62,82,80,51,NA,NA,NA
"509",NA,"'05 Steve Francis","PG",82,81,66,82,86,66,47,NA,NA,NA
"510",NA,"'08 Hedo Turkoglu","SF",82,85,64,77,72,61,55,1800,3000,NA
"511",NA,"Doug McDermott","SF",82,91,72,56,75,52,51,5000,4500,NA
"512",NA,"'12 Jeremy Lin","PG",82,82,59,84,76,64,46,2500,4000,NA
"513",NA,"'86 George Gervin","SF",82,80,76,63,77,66,43,NA,8000,NA
"514",NA,"'01 Mike Bibby","PG",82,85,57,87,76,63,42,NA,4000,NA
"515",NA,"'85 Michael Cooper","SG",82,71,65,69,79,87,44,NA,3000,NA
"516",NA,"'11 Eric Gordon","SG",82,79,65,76,82,64,35,2000,2000,NA
"517",NA,"'15 Andre Iguodala","SF",82,72,68,74,80,82,44,NA,NA,NA
"518",NA,"'09 Kevin Martin","SG",82,85,65,68,71,58,38,3000,2800,NA
"519",NA,"'04 Kenyon Martin","PF",82,72,80,52,78,72,82,3000,3000,NA
"520",NA,"'09 Jason Terry","PG",82,88,59,79,78,64,38,1900,1600,NA
"521",NA,"'02 Andre Miller","PG",82,78,64,94,74,66,49,2000,2100,NA
"522",NA,"'08 Richard Jefferson","SF",82,83,72,68,81,65,48,1800,2000,NA
"523",NA,"'09 Zach Randolph","PF",82,77,75,46,72,66,79,2000,2000,NA
"524",NA,"Derrick Favors","PF",82,63,77,45,75,70,78,1600,1500,2000
"525",NA,"Draymond Green","PF",82,74,69,69,78,85,73,1700,1700,1500
"526",NA,"Greg Monroe","PF",82,66,79,54,74,65,81,1500,1500,2000
"527",NA,"'96 Damon Stoudamire","PG",82,84,55,85,83,57,45,2000,1500,NA
"528",NA,"'08 Kevin Durant","SF",82,80,75,65,80,68,57,3900,3500,NA
"529",NA,"'00 Tracy McGrady","SG",82,77,80,69,84,67,61,NA,20000,NA
"530",NA,"'00 Steve Francis","PG",82,80,64,82,88,66,47,1900,2000,NA
"531",NA,"'67 Dave Bing","PG",82,80,64,79,83,70,47,2500,1800,NA
"532",NA,"'07 Larry Hughes","SG",82,80,61,79,76,62,42,NA,3500,NA
"533",NA,"'86 Dennis Johnson","PG",82,71,62,80,80,80,38,NA,3000,NA
"534",NA,"Eric Bledsoe","PG",82,79,60,78,83,73,50,1500,1400,1800
"535",NA,"Jrue Holiday (Dynamic)","PG",82,84,61,84,76,68,41,3000,2000,8000
"536",NA,"'98 Dennis Rodman","PF",82,55,62,51,81,77,95,NA,20000,NA
"537",NA,"'90 Larry Nance","SF",82,63,77,52,74,81,71,NA,4000,NA
"538",NA,"'72 Dave Debusschere","PF",82,77,65,70,75,81,84,NA,3000,NA
"539",NA,"'98 Nick Van Exel","PG",82,85,54,83,83,56,38,NA,2500,NA
"540",NA,"'96 Detlef Schrempf","SF",82,83,72,71,69,66,56,NA,5000,NA
"541",NA,"Nikola Vucevic (Dynamic)","C",82,74,77,51,70,62,75,3000,3000,NA
"542",NA,"Marc Gasol (Dynamic)","C",82,74,77,62,64,80,65,3500,2500,100000
"543",NA,"'12 Kyrie Irving","PG",82,82,59,86,77,58,46,2500,2500,NA
"544",NA,"'86 Patrick Ewing","C",82,63,79,50,66,76,74,2500,3000,NA
"545",NA,"'00 Arvydas Sabonis","C",82,72,74,61,65,74,81,NA,6500,NA
"546",NA,"'72 Willis Reed","C",82,71,74,52,68,78,84,NA,4000,NA
"547",NA,"'65 John Havlicek","SF",82,83,67,66,85,74,48,NA,10000,NA
"548",NA,"'00 Steve Smith","SG",81,85,70,66,76,68,51,NA,3500,NA
"549",NA,"Tyreke Evans (Dynamic)","SF",81,82,60,81,77,67,55,3000,3000,36000
"550",NA,"Khris Middleton (Dynamic)","SG",81,85,67,69,70,70,44,3200,4500,35000
"551",NA,"Andrew Wiggins (Dynamic)","SF",81,76,71,59,82,73,47,4000,5000,106000
"552",NA,"Jae Crowder (Dynamic)","SF",81,79,66,64,82,76,53,4000,3500,5000
"553",NA,"Danilo Gallinari (Dynamic)","SF",81,86,69,61,69,62,57,3000,4000,10000
"554",NA,"'91 Terry Porter","PG",81,84,55,84,77,67,42,NA,10000,NA
"555",NA,"'65 K.C. Jones","PG",81,66,55,82,85,81,41,NA,4000,NA
"556",NA,"'07 Zydrunas Ilgauskas","C",81,67,76,43,62,68,80,NA,6000,NA
"557",NA,"'88 Mark Jackson","PG",81,72,56,92,82,68,41,1700,1700,NA
"558",NA,"'00 Elton Brand","C",81,61,78,43,79,71,82,1500,1500,NA
"559",NA,"'15 Andrew Wiggins","SF",81,77,68,59,86,73,50,2200,2500,NA
"560",NA,"'13 Damian Lillard","PG",81,83,63,80,85,57,39,1800,1800,NA
"561",NA,"'03 Michael Finley","SF",81,82,74,60,75,61,59,NA,3500,NA
"562",NA,"'82 Buck Williams","PF",81,57,73,31,78,70,90,1800,1500,NA
"563",NA,"'85 Michael Jordan","SG",81,70,67,68,87,75,49,5000,6800,NA
"564",NA,"Isaiah Thomas","PG",81,84,55,82,83,57,37,1400,1600,2000
"565",NA,"Wesley Matthews","SG",81,82,70,68,79,68,40,1600,1400,2000
"566",NA,"Goran Dragic","PG",81,80,60,83,77,64,43,1500,1400,2000
"567",NA,"Ty Lawson","PG",81,79,57,88,80,61,39,1500,1500,3000
"568",NA,"Hassan Whiteside","C",81,53,74,39,69,71,92,1500,1600,1500
"569",NA,"Kemba Walker","PG",81,80,58,85,81,65,45,1400,1500,2000
"570",NA,"Monta Ellis","SG",81,82,65,74,75,61,38,1700,1600,2000
"571",NA,"'03 Jay Williams","PG",81,80,60,82,87,65,43,NA,NA,NA
"572",NA,"'14 Lance Stephenson","SG",81,77,70,78,80,68,62,3000,2800,NA
"573",NA,"'83 Mark Eaton","C",81,46,62,35,63,78,81,NA,NA,NA
"574",NA,"'98 Kobe Bryant","SG",81,77,78,70,83,58,45,8000,12000,NA
"575",NA,"'14 Jamal Crawford","SG",81,83,61,77,69,58,35,2500,2500,NA
"576",NA,"'07 Leandro Barbosa","SG",81,86,56,73,76,52,37,1800,1700,NA
"577",NA,"'13 J.R. Smith","SG",81,79,67,70,77,64,50,10000,7000,NA
"578",NA,"'15 Louis Williams","PG",81,85,61,72,69,57,36,1800,1700,NA
"579",NA,"'05 Ben Gordon","SG",81,85,58,70,82,50,43,2000,1500,NA
"580",NA,"D'Angelo Russell","PG",81,82,62,82,79,68,53,3000,3000,NA
"581",NA,"Kristaps Porzingis","PF",81,82,72,43,69,69,86,4000,4500,NA
"582",NA,"'97 Kenny Anderson","PG",81,81,62,86,76,64,46,NA,2750,NA
"583",NA,"'00 Jason Williams","PG",81,74,54,96,75,62,42,NA,NA,NA
"584",NA,"Ian Clark","SG",81,89,59,68,75,51,41,1500,1500,NA
"585",NA,"'10 Tyreke Evans","SF",81,79,63,82,77,69,53,3500,3000,NA
"586",NA,"'08 David West","PF",81,81,77,49,64,68,71,NA,NA,NA
"587",NA,"'94 Stacey Augmon","PG",81,82,71,57,79,77,54,NA,NA,NA
"588",NA,"'91 Antoine Carr","PF",81,72,80,57,76,68,64,NA,NA,NA
"589",NA,"'90 Chuck Person","SF",81,85,66,55,78,67,57,NA,NA,NA
"590",NA,"'06 Darius Miles","SF",81,75,72,59,82,64,70,NA,NA,NA
"591",NA,"'75 Lucius Allen","PG",81,81,58,79,78,70,54,NA,NA,NA
"592",NA,"'96 Jamal Mashburn","SF",81,83,69,75,74,58,51,NA,NA,NA
"593",NA,"'95 Tyrone Hill","PF",81,58,77,33,72,66,87,NA,NA,NA
"594",NA,"'03 Eric Snow","PG",80,76,66,80,74,70,41,NA,NA,NA
"595",NA,"'04 Keith Van Horn","SF",80,87,63,62,71,60,55,NA,NA,NA
"596",NA,"'79 James Edwards","C",80,63,78,32,66,64,78,NA,NA,NA
"597",NA,"'01 Brian Grant","PF",80,67,76,41,74,67,79,NA,NA,NA
"598",NA,"'12 Marcin Gortat","C",80,60,73,45,74,71,81,5000,NA,NA
"599",NA,"'09 Nenê","PF",80,62,78,45,73,64,70,4000,2500,NA
"600",NA,"'14 Aaron Afflalo","SG",80,82,63,66,78,67,42,2000,2000,NA
"601",NA,"'11 Raymond Felton","PG",80,82,56,84,78,61,40,1800,1900,NA
"602",NA,"'03 David Wesley","SG",80,85,56,72,78,58,38,NA,NA,NA
"603",NA,"'98 Larry Johnson","PF",80,78,78,71,82,72,58,NA,NA,NA
"604",NA,"'08 Rudy Gay","SF",80,81,75,54,75,62,57,2500,2200,NA
"605",NA,"'08 Tyson Chandler","C",80,53,68,42,73,77,83,2000,1900,NA
"606",NA,"Jahlil Okafor","C",80,57,78,54,72,60,80,1800,2000,NA
"607",NA,"'65 Tom Sanders","PF",80,61,65,44,84,84,70,NA,4500,NA
"608",NA,"'95 Nick Anderson","SG",80,82,66,69,75,70,48,NA,5000,NA
"609",NA,"'94 Mahmoud Abdul-Rauf","PG",80,87,61,74,79,58,34,NA,10000,NA
"610",NA,"'02 Jason Terry","PG",80,83,57,79,80,64,40,1800,1900,NA
"611",NA,"'08 Jose Calderon","PG",80,86,53,89,70,52,36,3000,2500,NA
"612",NA,"'11 Andrea Bargnani","PF",80,84,80,46,67,59,55,2000,3000,NA
"613",NA,"'08 Mike Dunleavy","SF",80,86,63,66,70,58,51,2000,2800,NA
"614",NA,"'97 John Starks","SG",80,81,64,74,80,62,36,1800,1900,NA
"615",NA,"'94 Otis Thorpe","PF",80,56,76,40,72,66,82,NA,NA,NA
"616",NA,"'00 Derrick Coleman","PF",80,81,72,54,74,72,75,NA,NA,NA
"617",NA,"'94 Dell Curry","SG",80,88,55,71,73,60,48,1400,1200,NA
"618",NA,"'89 Mark Aguirre","SF",80,77,74,62,73,73,50,NA,NA,NA
"619",NA,"'08 Peja Stojackovic","SG",80,90,61,58,72,69,41,NA,NA,NA
"620",NA,"Brandon Jennings","PG",80,79,56,84,78,62,38,1600,1900,2000
"621",NA,"Tyreke Evans","SG",80,76,62,80,77,67,55,1400,1800,1900
"622",NA,"Victor Oladipo","SG",80,78,61,77,82,72,44,1500,1400,1500
"623",NA,"Louis Williams","SG",80,84,61,72,69,51,28,1500,1500,2000
"624",NA,"Serge Ibaka","PF",80,79,71,42,79,78,69,1500,1500,2200
"625",NA,"Enes Kanter","C",80,75,74,46,68,64,86,1600,1800,1900
"626",NA,"Bradley Beal","SG",80,82,63,70,79,64,44,1700,1700,2300
"627",NA,"Andrew Wiggins","SF",80,76,66,59,82,73,49,1500,1700,2200
"628",NA,"'89 Dennis Rodman","PF",80,56,65,36,81,78,90,NA,4000,NA
"629",NA,"'01 Dikembe Mutombo","C",80,43,60,31,57,76,92,NA,3200,NA
"630",NA,"'75 Jamaal Wilkes","SF",80,72,78,67,80,70,55,1700,1500,NA
"631",NA,"'77 World B. Free","PG",80,81,67,72,82,64,39,NA,2200,3000
"632",NA,"Brandon Knight","PG",80,83,56,83,79,60,40,1400,1500,2000
"633",NA,"03' Nick Van Exel","SG",80,83,53,76,80,56,38,NA,2100,NA
"634",NA,"'72 Earl Monroe","PG",80,79,61,81,77,67,36,NA,5200,NA
