"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"338",NA,"Kristaps Porzingis","PF",95,92,85,47,80,79,92,NA,NA,NA
"339",NA,"K.C Jones","PG",95,84,64,90,95,92,50,NA,NA,NA
"340",NA,"Lenny Wilkens","PG",95,92,75,97,91,86,59,NA,NA,NA
"341",NA,"Roy Hibbert","C",95,79,88,42,70,92,95,NA,NA,NA
"342",NA,"Chris Kaman","C",95,84,92,61,79,82,95,NA,NA,NA
"343",NA,"Dennis Rodman","PF",95,73,85,62,91,97,99,NA,NA,NA
"344",NA,"Meyers Leonard","C",95,91,91,37,86,84,96,NA,NA,NA
"345",NA,"Al Horford","C",95,91,92,72,79,93,89,NA,NA,NA
"346",NA,"Paul Millsap","PF",95,92,89,77,89,94,95,NA,NA,NA
"347",NA,"Buddy Hield","SG",95,98,76,78,80,82,68,NA,NA,NA
"348",NA,"Andrew Wiggins","SF",95,92,83,80,88,91,80,NA,NA,NA
"349",NA,"Aaron Gordon","PF",95,89,94,78,89,91,91,NA,NA,NA
"350",NA,"Markelle Fultz","PG",95,94,84,96,92,90,71,NA,NA,NA
"351",NA,"Rik Smits","C",95,73,94,49,79,86,98,NA,NA,NA
"352",NA,"Hedo Turkoglu","SF",95,94,83,92,87,84,86,NA,NA,NA
"353",NA,"Isaiah Thomas","PG",95,98,60,98,94,74,45,NA,NA,NA
"354",NA,"Jrue Holiday","SG",95,93,73,97,87,88,43,NA,NA,NA
"355",NA,"Tyson Chandler","C",95,69,93,43,90,92,97,NA,NA,NA
"356",NA,"Eddie Jones","SG",95,95,81,92,88,90,46,NA,NA,NA
"357",NA,"Jason Terry","PG",95,95,68,93,88,79,44,NA,NA,NA
"358",NA,"Calvin Murphy","PG",95,97,73,98,94,91,38,NA,NA,NA
"359",NA,"Rajon Rondo","PG",95,87,65,98,93,90,79,NA,NA,NA
"360",NA,"Bill Walton","C",95,70,88,89,84,91,97,NA,NA,NA
"361",NA,"Antoine Walker","PF",95,95,92,81,92,84,93,NA,NA,NA
"362",NA,"Bojan Bogdanovic","SF",95,93,79,54,87,92,77,NA,NA,NA
"363",NA,"Myles Turner","C",95,88,91,47,89,96,95,NA,NA,NA
"364",NA,"Morris Peterson","SG",95,97,86,87,89,82,58,NA,NA,NA
"365",NA,"Kevin Johnson","PG",95,95,79,90,89,82,48,NA,NA,NA
"366",NA,"Lebron James","SF",94,89,88,86,89,80,71,NA,NA,NA
"367",NA,"Kobe Bryant","SG",94,90,83,79,90,85,60,NA,NA,NA
"368",NA,"Jaren Jackson Jr.","PF",94,92,89,56,85,91,95,NA,NA,NA
"369",NA,"Kyle Lowry","PG",94,92,59,93,90,88,76,NA,NA,NA
"370",NA,"Lauri Markkanen","PF",94,92,90,62,80,80,97,NA,NA,NA
"371",NA,"Jimmy Butler","SF",94,86,73,77,88,89,77,NA,NA,NA
"372",NA,"Kawhi Leonard","SF",94,88,83,74,88,91,55,NA,NA,NA
"373",NA,"J.R. Smith","SG",94,94,80,82,88,79,49,NA,NA,NA
"374",NA,"Chris Webber","PF",94,87,90,82,86,87,92,NA,NA,NA
"375",NA,"Giannis Antetokounmpo","SF",94,77,85,80,88,84,84,NA,NA,NA
"376",NA,"Tobias Harris","PF",94,92,81,67,85,75,95,NA,NA,NA
"377",NA,"Brandon Ingram","SF",94,93,86,78,82,75,54,NA,NA,NA
"378",NA,"George Gervin","SF",94,89,86,78,90,82,75,NA,NA,NA
"379",NA,"Khris Middleton","SF",94,93,74,74,84,78,56,NA,NA,NA
"380",NA,"Manu Ginobili","SG",94,91,70,91,88,79,57,NA,NA,NA
"381",NA,"Joe Dumars","SG",94,90,67,88,88,87,45,NA,NA,NA
"382",NA,"Lamarcus Aldridge","PF",94,88,87,55,73,78,82,NA,NA,NA
"383",NA,"J.J Redick","SG",94,98,64,84,77,67,35,NA,NA,NA
"384",NA,"Maurice Cheeks","PG",94,81,61,93,90,89,46,NA,NA,NA
"385",NA,"Stacey Augmon","SG",94,89,81,82,85,83,80,NA,NA,NA
"386",NA,"Andre Drummond","C",94,55,84,53,80,89,98,NA,NA,NA
"387",NA,"Mike Conley","PG",94,93,58,88,86,76,45,NA,NA,NA
"388",NA,"Dwight Howard","C",94,49,92,51,86,94,98,NA,NA,NA
"389",NA,"Michael Jordan","SG",94,86,83,78,87,84,47,NA,NA,NA
"390",NA,"Paul Pierce","SF",94,91,80,78,81,83,56,NA,NA,NA
"391",NA,"Gilbert Arenas","PG",94,89,80,91,92,79,59,NA,NA,NA
"392",NA,"Steve Francis","PG",94,88,76,93,90,81,60,NA,NA,NA
"393",NA,"John Wall","PG",94,87,68,94,89,83,46,NA,NA,NA
"394",NA,"Wilt Chamberlain","C",94,66,94,56,84,84,94,NA,NA,NA
"395",NA,"Jamal Murray","PG",94,94,67,88,84,70,53,NA,NA,NA
"396",NA,"Kemba Walker","PG",94,90,61,92,88,72,46,NA,NA,NA
"397",NA,"Russell Westbrook","PG",94,78,77,98,94,77,84,NA,NA,NA
"398",NA,"Karl-Anthony Towns","C",94,82,84,56,82,79,98,NA,NA,NA
"399",NA,"Bob Lanier","C",94,72,94,63,81,81,94,NA,NA,NA
"400",NA,"Kyrie Irving","PG",94,92,64,99,84,72,56,NA,NA,NA
"401",NA,"Danny Manning","PF",94,79,91,71,88,84,92,NA,NA,NA
"402",NA,"Josh Smith","PF",94,79,90,71,91,96,94,NA,NA,NA
"403",NA,"Dale Ellis","SG",94,95,81,80,86,75,67,NA,NA,NA
"404",NA,"Jerry Stackhouse","SG",94,92,87,79,89,77,52,NA,NA,NA
"405",NA,"D'Angelo Russell","PG",94,94,65,95,87,75,50,NA,NA,NA
"406",NA,"Richard Hamilton","SG",94,96,73,83,81,84,49,NA,NA,NA
"407",NA,"Stephen Curry","PG",94,94,62,87,87,70,52,NA,NA,NA
"408",NA,"Brandon Roy","SG",94,90,84,81,87,78,55,NA,NA,NA
"409",NA,"Derrick Rose","PG",94,91,66,89,88,74,50,NA,NA,NA
"410",NA,"Charlie Scott","PG",94,89,84,92,90,81,67,NA,NA,NA
"411",NA,"Paul Westphal","SG",94,91,73,87,82,81,45,NA,NA,NA
"412",NA,"Rashard Lewis","SF",94,92,82,74,84,81,75,NA,NA,NA
"413",NA,"Marcus Camby","C",94,72,85,40,84,88,95,NA,NA,NA
"414",NA,"Willis Reed","C",94,67,90,52,86,87,95,NA,NA,NA
"415",NA,"Carmelo Anthony","SF",94,92,79,76,86,69,63,NA,NA,NA
"416",NA,"Jerry Lucas","PF",94,87,87,71,79,81,95,NA,NA,NA
"417",NA,"Jerry Lucas","PF",94,87,87,71,79,81,95,NA,NA,NA
"418",NA,"Peja Stojakovic","SG",94,94,73,80,82,75,64,NA,NA,NA
"419",NA,"Marques Johnson","SF",94,87,87,76,88,81,79,NA,NA,NA
"420",NA,"Dikembe Mutombo","C",94,56,90,47,81,92,96,NA,NA,NA
"421",NA,"Clyde Drexler","SG",94,91,87,82,91,86,80,NA,NA,NA
"422",NA,"Paul George","SF",94,93,88,80,87,90,77,NA,NA,NA
"423",NA,"Dirk Nowitzki","PF",94,96,86,70,76,77,87,NA,NA,NA
"424",NA,"Kevin Garnett","PF",94,82,85,74,77,87,89,NA,NA,NA
"425",NA,"Chris Paul","PG",94,95,71,97,93,89,42,NA,NA,NA
"426",NA,"David West","PF",94,80,83,59,78,80,94,NA,NA,NA
"427",NA,"Dave Bing","PG",94,91,68,92,89,79,47,NA,NA,NA
"428",NA,"Hakeem Olajuwon","C",94,66,85,59,70,88,93,NA,NA,NA
"429",NA,"Tim Duncan","PF",94,68,81,60,80,89,86,NA,NA,NA
"430",NA,"Adrian Dantley","SF",94,86,89,81,92,76,74,NA,NA,NA
"431",NA,"Michael Finley","SF",94,93,81,82,82,79,63,NA,NA,NA
"432",NA,"Jerry Lucas","PF",94,87,87,71,79,81,95,NA,NA,NA
"433",NA,"Allen Iverson","SG",94,90,67,88,92,75,50,NA,NA,NA
"434",NA,"Paul Pierce","SF",94,94,87,83,88,88,76,NA,NA,NA
"435",NA,"Patrick Ewing","C",94,83,86,68,68,87,89,NA,NA,NA
"436",NA,"Jason Kidd","PG",94,88,66,94,89,86,64,NA,NA,NA
"437",NA,"Vince Carter","SG",94,89,83,84,86,77,59,NA,NA,NA
"438",NA,"Michael Redd","SG",94,96,76,78,86,79,41,NA,NA,NA
"439",NA,"Brad Daugherty","C",94,69,87,70,73,79,93,NA,NA,NA
"440",NA,"Joakim Noah","C",94,66,90,62,83,93,95,NA,NA,NA
"441",NA,"Paul George","SF",94,93,88,80,87,90,77,NA,NA,NA
"442",NA,"Isiah Thomas","PG",94,88,65,95,90,83,51,NA,NA,NA
"443",NA,"Tim Hardaway","PG",94,94,65,95,93,84,53,NA,NA,NA
"444",NA,"Alonzo Mourning","C",94,70,93,55,83,93,95,NA,NA,NA
"445",NA,"Penny Hardaway","PG",94,90,83,92,91,87,73,NA,NA,NA
"446",NA,"Elvin Hayes","PF",94,63,88,65,86,87,94,NA,NA,NA
"447",NA,"Al Horford","C",94,90,91,71,78,92,88,NA,NA,NA
"448",NA,"Baron Davis","PG",94,92,67,90,86,76,60,NA,NA,NA
"449",NA,"Pau Gasol","C",94,78,86,73,75,83,91,NA,NA,NA
"450",NA,"Demarcus Cousins","C",94,90,94,77,88,87,97,NA,NA,NA
"451",NA,"James Worthy","SF",94,86,93,82,88,87,80,NA,NA,NA
"452",NA,"Stephen Curry","PG",94,97,63,95,87,75,51,NA,NA,NA
"453",NA,"Kevin Johnson","PG",94,90,75,93,88,78,52,NA,NA,NA
"454",NA,"Karl Malone","PF",94,76,87,73,79,86,89,NA,NA,NA
"455",NA,"Jamal Mashburn","SF",93,88,86,78,88,82,77,NA,NA,NA
"456",NA,"Baron Davis","PG",93,91,67,91,90,81,60,NA,NA,NA
"457",NA,"Jason Kidd","PG",93,84,64,95,88,82,59,NA,NA,NA
"458",NA,"Blake Griffin","PF",93,71,92,76,86,71,92,NA,NA,NA
"459",NA,"Kiki Vandeweghe","SF",93,93,76,79,85,71,52,NA,NA,NA
"460",NA,"Nikola Jokic","C",93,86,87,86,77,74,79,NA,NA,NA
"461",NA,"Bob Pettit","PF",93,87,84,62,79,76,94,NA,NA,NA
"462",NA,"Kyrie Irving","PG",93,89,65,95,84,75,44,NA,NA,NA
"463",NA,"Anthony Davis","C",93,76,89,60,86,81,93,NA,NA,NA
"464",NA,"Vernon Maxwell","SG",93,89,69,92,86,78,49,NA,NA,NA
"465",NA,"Blake Griffin","PF",93,81,93,74,86,76,82,NA,NA,NA
"466",NA,"Bradley Beal","SG",93,90,74,90,84,66,83,NA,NA,NA
"467",NA,"Kyrie Irving","PG",93,93,64,91,84,72,75,NA,NA,NA
"468",NA,"Karl-Anthony Towns","C",93,79,88,60,82,68,97,NA,NA,NA
"469",NA,"Kevin McHale","PF",93,75,86,58,77,85,92,NA,NA,NA
"470",NA,"John Collins","PF",93,80,92,57,80,72,98,NA,NA,NA
"471",NA,"Moses Malone","C",93,58,85,52,79,84,93,NA,NA,NA
"472",NA,"Isiah Thomas","PG",93,84,61,92,89,80,36,NA,NA,NA
"473",NA,"Kyle Kuzma","PF",93,88,91,74,88,78,72,NA,NA,NA
"474",NA,"Russell Westbrook","PG",93,82,73,95,95,79,86,NA,NA,NA
"475",NA,"Jonas Valanciunas","C",93,75,88,45,68,77,97,NA,NA,NA
"476",NA,"David Thompson","SG",93,81,82,81,88,86,79,NA,NA,NA
"477",NA,"Derrick White","PG",93,90,67,93,88,88,58,NA,NA,NA
"478",NA,"Michael Porter Jr.","PF",93,94,88,81,89,86,86,NA,NA,NA
"479",NA,"Dejounte Murray","PG",92,89,78,88,87,90,83,NA,NA,NA
"480",NA,"Kevin Knox","SF",92,91,82,76,84,75,82,NA,NA,NA
"481",NA,"Marvin Bagley III","PF",92,84,94,51,85,83,97,NA,NA,NA
"482",NA,"John Starks","SG",92,94,75,93,87,87,36,NA,NA,NA
"483",NA,"Gerald Wallace","SF",92,83,84,69,92,96,92,NA,NA,NA
"484",NA,"Nicolas Batum","SF",92,92,87,89,88,82,68,NA,NA,NA
"485",NA,"Bismack Biyombo","C",92,49,84,42,88,93,98,NA,NA,NA
"486",NA,"Nick Van Exel","PG",92,96,66,93,90,69,57,NA,NA,NA
"487",NA,"Kobe Bryant","SG",92,87,82,79,90,82,60,NA,NA,NA
"488",NA,"Carmelo Anthony","SF",92,90,79,75,86,69,62,NA,NA,NA
"489",NA,"Rex Chapman","SG",92,96,77,86,86,80,53,NA,NA,NA
"490",NA,"Lebron James","SF",92,81,85,86,89,79,71,NA,NA,NA
"491",NA,"Cuttino Mobley","SG",92,93,76,81,85,83,44,NA,NA,NA
"492",NA,"Channing Frye","PF",92,91,86,42,75,76,89,NA,NA,NA
"493",NA,"Iman Shumpert","SG",92,88,70,80,91,91,54,NA,NA,NA
"494",NA,"Shaun Livingston","PG",92,88,87,86,88,89,43,NA,NA,NA
"495",NA,"Michael Carter-Williams","PG",92,90,78,95,84,82,58,NA,NA,NA
"496",NA,"Wesley Matthews","SG",92,92,74,77,86,89,78,NA,NA,NA
"497",NA,"Joakim Noah","C",92,68,86,61,84,89,97,NA,NA,NA
"498",NA,"Bruce Bowen","SF",92,87,71,71,87,95,46,NA,NA,NA
"499",NA,"Avery Bradley","SG",92,91,66,75,88,90,49,NA,NA,NA
"500",NA,"Montrezl Harrell","C",92,69,94,50,79,78,95,NA,NA,NA
"501",NA,"Dennis Johnson","PG",92,87,75,91,93,91,43,NA,NA,NA
"502",NA,"Brook Lopez","C",92,82,84,48,72,81,90,NA,NA,NA
"503",NA,"Josh Smith","PF",92,78,88,71,90,94,90,NA,NA,NA
"504",NA,"Lance Stephenson","SG",92,86,84,75,89,86,89,NA,NA,NA
"505",NA,"Michael Jordan","SG",92,85,81,76,87,85,47,NA,NA,NA
"506",NA,"Serge Ibaka","PF",92,80,86,48,81,86,96,NA,NA,NA
"507",NA,"Bob Cousy","PG",92,92,64,97,89,79,75,NA,NA,NA
"508",NA,"Alex English","SF",92,89,91,79,88,76,64,NA,NA,NA
"509",NA,"P.J. Brown","C",92,75,83,43,83,93,96,NA,NA,NA
"510",NA,"Manute Bol","C",92,65,79,32,53,87,95,NA,NA,NA
"511",NA,"Reggie Theus","PG",92,90,85,92,87,77,50,NA,NA,NA
"512",NA,"Pascal Siakam","PF",92,82,85,53,85,85,90,NA,NA,NA
"513",NA,"World B. Free","PG",92,92,70,87,89,73,41,NA,NA,NA
"514",NA,"Robert Horry","SF",92,84,83,64,77,80,87,NA,NA,NA
"515",NA,"Cliff Robinson","PF",92,83,89,66,85,90,86,NA,NA,NA
"516",NA,"Caron Butler","SF",92,89,82,80,86,74,46,NA,NA,NA
"517",NA,"Eric Bledsoe","PG",92,87,62,95,86,79,83,NA,NA,NA
"518",NA,"Anderson Varejao","C",92,63,83,47,77,89,95,NA,NA,NA
"519",NA,"Eddie Jones","SG",92,90,76,74,86,87,46,NA,NA,NA
"520",NA,"Jay Williams","PG",92,93,75,89,90,81,43,NA,NA,NA
"521",NA,"Jason Terry","PG",92,94,67,90,84,70,44,NA,NA,NA
"522",NA,"Damian Lillard","PG",92,89,65,90,86,70,55,NA,NA,NA
"523",NA,"Bobby Jones","PF",92,73,87,71,83,97,94,NA,NA,NA
"524",NA,"Hakeem Olajuwon","C",92,64,83,57,68,83,91,NA,NA,NA
"525",NA,"Jason Richardson","SG",92,89,87,82,88,78,75,NA,NA,NA
"526",NA,"Hedo Turkoglu","SF",92,89,79,85,82,74,72,NA,NA,NA
"527",NA,"James Worthy","SF",92,80,87,70,84,78,78,NA,NA,NA
"528",NA,"Rashard Lewis","SF",92,88,79,74,84,81,75,NA,NA,NA
"529",NA,"Kenyon Martin","PF",92,72,88,55,84,87,94,NA,NA,NA
"530",NA,"Richard Jefferson","SF",92,90,79,76,86,79,47,NA,NA,NA
"531",NA,"Jameer Nelson","PG",92,94,59,90,87,71,50,NA,NA,NA
"532",NA,"Julius Erving","SF",92,79,86,77,90,87,72,NA,NA,NA
"533",NA,"Dwyane Wade","SG",92,83,79,84,90,79,65,NA,NA,NA
"534",NA,"Luol Deng","SF",92,85,73,70,86,88,67,NA,NA,NA
"535",NA,"Elvin Hayes","PF",92,63,88,63,85,87,94,NA,NA,NA
"536",NA,"Sam Jones","SG",92,93,69,77,88,76,52,NA,NA,NA
"537",NA,"Michael Cooper","SG",92,78,71,76,84,91,44,NA,NA,NA
"538",NA,"Antoine Walker","PF",92,86,84,74,87,79,86,NA,NA,NA
"539",NA,"Gail Goodrich","SG",92,96,65,82,84,80,52,NA,NA,NA
"540",NA,"Andrew Wiggins","SF",92,87,72,73,85,76,80,NA,NA,NA
"541",NA,"Brad Daugherty","C",92,66,86,64,68,76,94,NA,NA,NA
"542",NA,"Demarcus Cousins","C",92,81,90,72,81,73,87,NA,NA,NA
"543",NA,"Austin Carr","SG",92,91,76,74,84,80,42,NA,NA,NA
"544",NA,"Rudy Gobert","C",92,50,81,40,69,86,94,NA,NA,NA
"545",NA,"Oscar Robertson","PG",92,87,84,95,92,84,90,NA,NA,NA
"546",NA,"Sean Elliott","SF",92,93,75,72,82,79,46,NA,NA,NA
"547",NA,"Lamarcus Aldridge","PF",92,79,87,56,72,73,82,NA,NA,NA
"548",NA,"C.J. McCollum","SG",92,90,61,86,87,77,76,NA,NA,NA
"549",NA,"Dennis Rodman","PF",92,61,77,59,86,90,98,NA,NA,NA
"550",NA,"Xavier McDaniel","SF",92,84,88,75,87,82,85,NA,NA,NA
"551",NA,"Gilbert Arenas","PG",92,87,77,89,90,76,59,NA,NA,NA
"552",NA,"Amar'e Stoudemire","PF",92,78,92,56,83,75,91,NA,NA,NA
"553",NA,"Kristaps Porzingis","PF",92,88,84,47,77,77,85,NA,NA,NA
"554",NA,"Andre Drummond","C",92,53,83,53,80,80,96,NA,NA,NA
"555",NA,"Kyle Korver","SG",92,96,69,78,80,76,68,NA,NA,NA
"556",NA,"Jason Williams","PG",92,89,59,97,85,70,45,NA,NA,NA
"557",NA,"Michael Redd","SG",92,95,72,78,83,76,45,NA,NA,NA
"558",NA,"Draymond Green","PF",92,82,82,85,87,95,93,NA,NA,NA
"559",NA,"Deandre Jordan","C",92,45,86,39,80,83,97,NA,NA,NA
"560",NA,"Karl-Anthony Towns","C",92,81,85,56,82,68,95,NA,NA,NA
"561",NA,"Kareem Abdul-Jabbar","C",92,60,88,66,81,83,83,NA,NA,NA
"562",NA,"Kevin Martin","SG",92,94,69,75,78,63,45,NA,NA,NA
"563",NA,"Chuck Person","SF",92,89,76,80,84,75,75,NA,NA,NA
"564",NA,"Jamal Crawford","SG",92,90,66,83,80,65,38,NA,NA,NA
"565",NA,"Joel Embiid","C",92,82,87,49,78,81,90,NA,NA,NA
"566",NA,"Dikembe Mutombo","C",92,50,83,42,81,90,93,NA,NA,NA
"567",NA,"Vince Carter","SG",92,87,83,81,84,74,56,NA,NA,NA
"568",NA,"Rod Strickland","PG",92,90,67,95,86,79,43,NA,NA,NA
"569",NA,"Ray Allen","SG",92,93,76,77,85,73,44,NA,NA,NA
"570",NA,"Allan Houston","SG",92,93,69,80,85,77,46,NA,NA,NA
"571",NA,"Steve Nash","PG",92,89,55,94,84,74,39,NA,NA,NA
"572",NA,"Jerry Stackhouse","SG",92,85,86,79,88,77,52,NA,NA,NA
"573",NA,"Darrell Griffith","SG",92,88,79,80,83,80,42,NA,NA,NA
"574",NA,"Bob Lanier","C",92,69,90,63,81,80,94,NA,NA,NA
"575",NA,"Tom Gugliotta","PF",92,82,89,62,84,79,87,NA,NA,NA
"576",NA,"Carlos Boozer","PF",91,72,86,52,75,73,94,NA,NA,NA
"577",NA,"David Robinson","C",91,69,86,51,69,83,90,NA,NA,NA
"578",NA,"Pete Maravich","SG",91,84,65,93,81,78,45,NA,NA,NA
"579",NA,"Dell Curry","SG",91,93,59,84,84,73,48,NA,NA,NA
"580",NA,"Rudy Gay","SF",91,87,83,66,83,75,59,NA,NA,NA
"581",NA,"Lebron James","SF",91,78,79,84,86,79,71,NA,NA,NA
"582",NA,"Shane Battier","SF",91,85,67,77,84,88,56,NA,NA,NA
"583",NA,"Geoff Petrie","PG",91,90,73,87,88,82,57,NA,NA,NA
"584",NA,"Larry Nance","SF",91,68,87,52,76,87,88,NA,NA,NA
"585",NA,"Stephon Marbury","PG",91,88,65,91,89,73,44,NA,NA,NA
"586",NA,"Johnny Moore","PG",91,85,57,94,84,78,48,NA,NA,NA
"587",NA,"Rudy Tomjanovich","SF",91,82,77,62,81,78,87,NA,NA,NA
"588",NA,"Dirk Nowitzki","PF",91,88,80,61,63,70,84,NA,NA,NA
"589",NA,"Mark Eaton","C",91,50,77,35,76,84,94,NA,NA,NA
"590",NA,"Jerry Sloan","SG",91,88,71,79,80,76,70,NA,NA,NA
"591",NA,"Wally Szczerbiak","SF",91,93,66,80,80,74,50,NA,NA,NA
"592",NA,"J.R. Smith","SG",91,88,76,79,86,76,49,NA,NA,NA
"593",NA,"Chauncey Billups","PG",91,88,64,91,87,82,49,NA,NA,NA
"594",NA,"Antonio Davis","C",91,65,87,51,75,82,93,NA,NA,NA
"595",NA,"Lamarcus Aldridge","PF",91,77,87,60,72,72,87,NA,NA,NA
"596",NA,"Andrew Bogut","C",91,52,78,60,69,85,96,NA,NA,NA
"597",NA,"Jeff Hornacek","SG",91,93,59,81,77,74,52,NA,NA,NA
"598",NA,"John Stockton","PG",91,85,52,94,78,81,34,NA,NA,NA
"599",NA,"Kyle Lowry","PG",91,87,58,96,86,77,78,NA,NA,NA
"600",NA,"YI Jianlian","PF",91,85,84,64,78,80,91,NA,NA,NA
"601",NA,"John Collins","PF",91,86,89,57,79,70,88,NA,NA,NA
"602",NA,"Gordon Hayward","SF",91,91,67,85,79,70,79,NA,NA,NA
"603",NA,"Demar Derozan","SG",91,83,78,92,84,67,70,NA,NA,NA
"604",NA,"Victor Oladipo","SG",91,85,71,76,84,84,52,NA,NA,NA
"605",NA,"Fat Lever","PG",91,87,67,92,84,82,82,NA,NA,NA
"606",NA,"Steven Adams","C",91,51,83,45,71,82,98,NA,NA,NA
"607",NA,"Tobias Harris","PF",91,85,84,67,83,71,74,NA,NA,NA
"608",NA,"Luka Doncic","SF",91,89,69,82,81,76,59,NA,NA,NA
"609",NA,"Jimmy Butler","SG",91,83,72,74,85,87,77,NA,NA,NA
"610",NA,"Kevin Johnson","PG",91,86,72,90,85,74,48,NA,NA,NA
"611",NA,"Robert Parish","C",91,68,90,39,67,87,89,NA,NA,NA
"612",NA,"Trae Young","PG",91,90,56,95,82,68,42,NA,NA,NA
"613",NA,"Jason Kidd","PG",91,80,62,95,87,80,59,NA,NA,NA
"614",NA,"Allen Iverson","SG",91,86,63,90,91,75,43,NA,NA,NA
"615",NA,"Lauri Markkanen","PF",91,86,84,60,74,68,90,NA,NA,NA
"616",NA,"Trevor Ariza","SF",91,90,78,78,83,85,52,NA,NA,NA
"617",NA,"Eric Gordon","SG",91,91,68,76,86,74,54,NA,NA,NA
"618",NA,"Bill Russell","C",91,47,83,69,83,90,94,NA,NA,NA
"619",NA,"Shaquille O'Neal","C",91,52,86,54,82,84,91,NA,NA,NA
"620",NA,"Enes Kanter","C",90,70,87,51,67,67,98,NA,NA,NA
"621",NA,"D.J. Augustin","PG",90,92,55,88,81,66,35,NA,NA,NA
"622",NA,"Alex Caruso","PG",90,88,71,84,83,75,79,NA,NA,NA
"623",NA,"Walter Davis","SG",90,90,84,80,85,80,61,NA,NA,NA
"624",NA,"Jaren Jackson Jr.","PF",90,83,84,45,75,81,74,NA,NA,NA
"625",NA,"Mike Conley","PG",90,87,58,92,82,70,45,NA,NA,NA
"626",NA,"James Silas","SG",90,89,60,87,82,71,40,NA,NA,NA
"627",NA,"Ben Simmons","PG",90,60,87,92,90,79,97,NA,NA,NA
"628",NA,"Brandon Ingram","SF",90,86,83,78,79,66,54,NA,NA,NA
"629",NA,"Nikola Vucevic","C",90,78,84,60,67,68,93,NA,NA,NA
"630",NA,"Dominique Wilkins","SF",90,77,82,67,86,78,65,NA,NA,NA
"631",NA,"Jamal Murray","PG",90,95,62,80,81,60,53,NA,NA,NA
"632",NA,"C.J. McCollum","SG",90,91,57,81,87,77,58,NA,NA,NA
"633",NA,"Hassan Whiteside","C",90,61,79,41,72,74,96,NA,NA,NA
"634",NA,"De'Aaron Fox","PG",90,84,63,95,86,69,81,NA,NA,NA
"635",NA,"Kemba Walker","PG",90,91,58,87,83,66,50,NA,NA,NA
"636",NA,"Bob McAdoo","C",90,59,86,65,83,84,89,NA,NA,NA
"637",NA,"Isiah Thomas","PG",90,80,60,90,87,78,36,NA,NA,NA
"638",NA,"Jerry West","PG",90,88,69,86,82,81,38,NA,NA,NA
"639",NA,"Mike Bibby","PG",90,90,60,91,81,70,44,NA,NA,NA
"640",NA,"Terrell Brandon","PG",90,90,60,88,88,76,52,NA,NA,NA
"641",NA,"Junior Bridgeman","SF",90,88,72,80,83,72,64,NA,NA,NA
"642",NA,"Tony Parker","PG",90,84,64,90,88,80,43,NA,NA,NA
"643",NA,"Eric Gordon","SG",90,92,71,86,87,74,30,NA,NA,NA
"644",NA,"Anthony Davis","PF",90,82,86,57,82,88,91,NA,NA,NA
"645",NA,"Sam Cassell","PG",90,92,66,93,83,76,43,NA,NA,NA
"646",NA,"Jason Terry","PG",90,95,61,87,85,64,33,NA,NA,NA
"647",NA,"Dale Ellis","SG",90,93,79,79,79,69,57,NA,NA,NA
"648",NA,"Paul George","SF",90,86,67,68,82,79,56,NA,NA,NA
"649",NA,"Russell Westbrook","PG",90,85,75,92,94,77,74,NA,NA,NA
"650",NA,"Arvydas Sabonis","C",90,82,80,82,74,78,92,NA,NA,NA
"651",NA,"Nick Van Exel","PG",90,94,58,90,86,61,43,NA,NA,NA
"652",NA,"Kevin Durant","SF",90,88,75,69,72,70,54,NA,NA,NA
"653",NA,"Baron Davis","PG",90,84,66,88,87,77,60,NA,NA,NA
"654",NA,"Giannis Antetokounmpo","SF",90,71,76,75,84,77,82,NA,NA,NA
"655",NA,"Kyrie Irving","PG",90,89,63,87,83,64,45,NA,NA,NA
"656",NA,"Anthony Davis","PF",90,74,83,53,81,81,83,NA,NA,NA
"657",NA,"Kawhi Leonard","SF",90,80,72,70,80,84,58,NA,NA,NA
"658",NA,"James Harden","SG",90,85,74,86,84,63,60,NA,NA,NA
"659",NA,"Russell Westbrook","PG",90,80,71,86,89,76,76,NA,NA,NA
"660",NA,"Stephen Curry","PG",90,90,58,86,82,66,48,NA,NA,NA
"661",NA,"Antoine Walker","PF",90,85,82,78,87,78,88,NA,NA,NA
"662",NA,"Kyrie Irving","PG",90,94,65,89,83,67,43,NA,NA,NA
"663",NA,"Andre Iguodala","SG",90,77,77,80,88,84,47,NA,NA,NA
"664",NA,"Luol Deng","SF",90,86,74,61,83,85,62,NA,NA,NA
"665",NA,"Daniel Gibson","PG",90,93,77,78,82,71,48,NA,NA,NA
"666",NA,"Lebron James","SF",90,81,79,91,90,87,61,NA,NA,NA
"667",NA,"Ray Allen","SG",90,92,66,75,80,73,46,NA,NA,NA
"668",NA,"Tracy McGrady","SG",90,90,86,81,87,79,75,NA,NA,NA
"669",NA,"Kerry Kittles","SG",90,90,69,72,84,81,47,NA,NA,NA
"670",NA,"John Starks","SG",90,92,73,91,85,85,34,NA,NA,NA
"671",NA,"John Stockton","PG",90,85,52,95,78,76,41,NA,NA,NA
"672",NA,"Tom Chambers","PF",90,82,90,60,82,74,91,NA,NA,NA
"673",NA,"Klay Thompson","SG",90,92,72,74,84,88,52,NA,NA,NA
"674",NA,"Kevin Durant","SF",90,92,79,78,79,79,62,NA,NA,NA
